"Series,""Date"",""Value"""
"Temperature for Smartbrick 141425,""2022-03-08 07:13:01"",""1"""
"Temperature for Smartbrick 141425,""2022-03-08 07:23:01"",""1"""
"Temperature for Smartbrick 141425,""2022-03-08 07:33:01"",""0.9"""
"Temperature for Smartbrick 141425,""2022-03-08 07:43:01"",""1"""
"Temperature for Smartbrick 141425,""2022-03-08 07:53:01"",""1"""
"Temperature for Smartbrick 141425,""2022-03-08 08:03:01"",""1.1"""
"Temperature for Smartbrick 141425,""2022-03-08 08:13:01"",""1.2"""
"Temperature for Smartbrick 141425,""2022-03-08 08:23:01"",""1.4"""
"Temperature for Smartbrick 141425,""2022-03-08 08:33:01"",""1.5"""
"Temperature for Smartbrick 141425,""2022-03-08 08:43:01"",""1.7"""
"Temperature for Smartbrick 141425,""2022-03-08 08:53:01"",""1.8"""
"Temperature for Smartbrick 141425,""2022-03-08 09:03:02"",""2.4"""
"Temperature for Smartbrick 141425,""2022-03-08 09:13:02"",""2.9"""
"Temperature for Smartbrick 141425,""2022-03-08 09:23:01"",""3.3"""
"Temperature for Smartbrick 141425,""2022-03-08 09:33:01"",""3.5"""
"Temperature for Smartbrick 141425,""2022-03-08 09:43:01"",""3.8"""
"Temperature for Smartbrick 141425,""2022-03-08 09:53:01"",""4.1"""
"Temperature for Smartbrick 141425,""2022-03-08 10:03:01"",""4.3"""
"Temperature for Smartbrick 141425,""2022-03-08 10:13:01"",""4.5"""
"Temperature for Smartbrick 141425,""2022-03-08 10:23:01"",""4.7"""
"Temperature for Smartbrick 141425,""2022-03-08 10:33:01"",""4.9"""
"Temperature for Smartbrick 141425,""2022-03-08 10:43:01"",""5.2"""
"Temperature for Smartbrick 141425,""2022-03-08 10:53:01"",""5.4"""
"Temperature for Smartbrick 141425,""2022-03-08 11:03:01"",""5.6"""
"Temperature for Smartbrick 141425,""2022-03-08 11:13:02"",""5.7"""
"Temperature for Smartbrick 141425,""2022-03-08 11:23:01"",""5.9"""
"Temperature for Smartbrick 141425,""2022-03-08 11:33:02"",""6"""
"Temperature for Smartbrick 141425,""2022-03-08 11:43:01"",""6.1"""
"Temperature for Smartbrick 141425,""2022-03-08 11:53:01"",""6.2"""
"Temperature for Smartbrick 141425,""2022-03-08 12:03:01"",""6.4"""
"Temperature for Smartbrick 141425,""2022-03-08 12:13:04"",""6.6"""
"Temperature for Smartbrick 141425,""2022-03-08 12:23:01"",""6.7"""
"Temperature for Smartbrick 141425,""2022-03-08 12:33:01"",""6.9"""
"Temperature for Smartbrick 141425,""2022-03-08 12:43:01"",""7.1"""
"Temperature for Smartbrick 141425,""2022-03-08 12:53:01"",""7.2"""
"Temperature for Smartbrick 141425,""2022-03-08 13:03:02"",""7.3"""
"Temperature for Smartbrick 141425,""2022-03-08 13:13:01"",""7.5"""
"Temperature for Smartbrick 141425,""2022-03-08 13:23:01"",""7.7"""
"Temperature for Smartbrick 141425,""2022-03-08 13:33:01"",""8"""
"Temperature for Smartbrick 141425,""2022-03-08 13:43:02"",""8.2"""
"Temperature for Smartbrick 141425,""2022-03-08 13:53:01"",""8.3"""
"Temperature for Smartbrick 141425,""2022-03-08 14:03:01"",""8.4"""
"Temperature for Smartbrick 141425,""2022-03-08 14:13:01"",""8.5"""
"Temperature for Smartbrick 141425,""2022-03-08 14:23:01"",""8.5"""
"Temperature for Smartbrick 141425,""2022-03-08 14:33:01"",""8.6"""
"Temperature for Smartbrick 141425,""2022-03-08 14:43:01"",""8.6"""
"Temperature for Smartbrick 141425,""2022-03-08 14:53:01"",""8.7"""
"Temperature for Smartbrick 141425,""2022-03-08 15:03:01"",""8.7"""
"Temperature for Smartbrick 141425,""2022-03-08 15:13:04"",""8.8"""
"Temperature for Smartbrick 141425,""2022-03-08 15:23:01"",""8.8"""
"Temperature for Smartbrick 141425,""2022-03-08 15:33:01"",""8.8"""
"Temperature for Smartbrick 141425,""2022-03-08 15:43:05"",""8.8"""
"Temperature for Smartbrick 141425,""2022-03-08 15:53:01"",""8.9"""
"Temperature for Smartbrick 141425,""2022-03-08 16:03:01"",""9"""
"Temperature for Smartbrick 141425,""2022-03-08 16:13:00"",""9"""
"Temperature for Smartbrick 141425,""2022-03-08 16:23:00"",""9"""
"Temperature for Smartbrick 141425,""2022-03-08 16:33:00"",""9"""
"Temperature for Smartbrick 141425,""2022-03-08 16:43:01"",""9"""
"Temperature for Smartbrick 141425,""2022-03-08 16:53:01"",""9"""
"Temperature for Smartbrick 141425,""2022-03-08 17:03:01"",""8.9"""
"Temperature for Smartbrick 141425,""2022-03-08 17:13:01"",""8.9"""
"Temperature for Smartbrick 141425,""2022-03-08 17:23:00"",""8.8"""
"Temperature for Smartbrick 141425,""2022-03-08 17:33:00"",""8.7"""
"Temperature for Smartbrick 141425,""2022-03-08 17:43:00"",""8.6"""
"Temperature for Smartbrick 141425,""2022-03-08 17:53:01"",""8.5"""
"Temperature for Smartbrick 141425,""2022-03-08 18:03:01"",""8.5"""
"Temperature for Smartbrick 141425,""2022-03-08 18:13:01"",""8.3"""
"Temperature for Smartbrick 141425,""2022-03-08 18:23:00"",""8.1"""
"Temperature for Smartbrick 141425,""2022-03-08 18:33:01"",""8"""
"Temperature for Smartbrick 141425,""2022-03-08 18:43:01"",""7.8"""
"Temperature for Smartbrick 141425,""2022-03-08 18:53:01"",""7.7"""
"Temperature for Smartbrick 141425,""2022-03-08 19:03:00"",""7.5"""
"Temperature for Smartbrick 141425,""2022-03-08 19:13:00"",""7.3"""
"Temperature for Smartbrick 141425,""2022-03-08 19:23:00"",""7.2"""
"Temperature for Smartbrick 141425,""2022-03-08 19:33:00"",""7.1"""
"Temperature for Smartbrick 141425,""2022-03-08 19:43:00"",""6.9"""
"Temperature for Smartbrick 141425,""2022-03-08 19:53:01"",""6.8"""
"Temperature for Smartbrick 141425,""2022-03-08 20:03:01"",""6.7"""
"Temperature for Smartbrick 141425,""2022-03-08 20:13:01"",""6.7"""
"Temperature for Smartbrick 141425,""2022-03-08 20:23:00"",""6.6"""
"Temperature for Smartbrick 141425,""2022-03-08 20:33:01"",""6.6"""
"Temperature for Smartbrick 141425,""2022-03-08 20:43:00"",""6.5"""
"Temperature for Smartbrick 141425,""2022-03-08 20:53:00"",""6.3"""
"Temperature for Smartbrick 141425,""2022-03-08 21:03:00"",""6.1"""
"Temperature for Smartbrick 141425,""2022-03-08 21:13:00"",""5.8"""
"Temperature for Smartbrick 141425,""2022-03-08 21:23:01"",""5.7"""
"Temperature for Smartbrick 141425,""2022-03-08 21:33:01"",""5.6"""
"Temperature for Smartbrick 141425,""2022-03-08 21:43:01"",""5.4"""
"Temperature for Smartbrick 141425,""2022-03-08 21:53:00"",""5.3"""
"Temperature for Smartbrick 141425,""2022-03-08 22:03:00"",""5.2"""
"Temperature for Smartbrick 141425,""2022-03-08 22:13:00"",""5.1"""
"Temperature for Smartbrick 141425,""2022-03-08 22:23:00"",""5.1"""
"Temperature for Smartbrick 141425,""2022-03-08 22:33:01"",""5"""
"Temperature for Smartbrick 141425,""2022-03-08 22:43:00"",""4.9"""
"Temperature for Smartbrick 141425,""2022-03-08 22:53:00"",""4.8"""
"Temperature for Smartbrick 141425,""2022-03-08 23:03:01"",""4.7"""
"Temperature for Smartbrick 141425,""2022-03-08 23:13:01"",""4.6"""
"Temperature for Smartbrick 141425,""2022-03-08 23:23:01"",""4.6"""
"Temperature for Smartbrick 141425,""2022-03-08 23:33:00"",""4.5"""
"Temperature for Smartbrick 141425,""2022-03-08 23:43:01"",""4.6"""
"Temperature for Smartbrick 141425,""2022-03-08 23:53:00"",""4.5"""
"Temperature for Smartbrick 141425,""2022-03-09 00:03:00"",""4.5"""
"Temperature for Smartbrick 141425,""2022-03-09 00:13:00"",""4.5"""
"Temperature for Smartbrick 141425,""2022-03-09 00:23:01"",""4.5"""
"Temperature for Smartbrick 141425,""2022-03-09 00:33:00"",""4.3"""
"Temperature for Smartbrick 141425,""2022-03-09 00:43:00"",""4.2"""
"Temperature for Smartbrick 141425,""2022-03-09 00:53:00"",""4.1"""
"Temperature for Smartbrick 141425,""2022-03-09 01:03:00"",""3.9"""
"Temperature for Smartbrick 141425,""2022-03-09 01:13:00"",""3.9"""
"Temperature for Smartbrick 141425,""2022-03-09 01:23:01"",""3.9"""
"Temperature for Smartbrick 141425,""2022-03-09 01:33:00"",""3.8"""
"Temperature for Smartbrick 141425,""2022-03-09 01:43:00"",""3.8"""
"Temperature for Smartbrick 141425,""2022-03-09 01:53:00"",""3.7"""
"Temperature for Smartbrick 141425,""2022-03-09 02:03:00"",""3.7"""
"Temperature for Smartbrick 141425,""2022-03-09 02:13:00"",""3.6"""
"Temperature for Smartbrick 141425,""2022-03-09 02:23:01"",""3.5"""
"Temperature for Smartbrick 141425,""2022-03-09 02:33:00"",""3.5"""
"Temperature for Smartbrick 141425,""2022-03-09 02:43:00"",""3.4"""
"Temperature for Smartbrick 141425,""2022-03-09 02:53:00"",""3.5"""
"Temperature for Smartbrick 141425,""2022-03-09 03:03:01"",""3.5"""
"Temperature for Smartbrick 141425,""2022-03-09 03:13:00"",""3.4"""
"Temperature for Smartbrick 141425,""2022-03-09 03:23:00"",""3.3"""
"Temperature for Smartbrick 141425,""2022-03-09 03:33:00"",""3.3"""
"Temperature for Smartbrick 141425,""2022-03-09 03:43:01"",""3.3"""
"Temperature for Smartbrick 141425,""2022-03-09 03:53:00"",""3.2"""
"Temperature for Smartbrick 141425,""2022-03-09 04:03:00"",""3"""
"Temperature for Smartbrick 141425,""2022-03-09 04:13:00"",""2.9"""
"Temperature for Smartbrick 141425,""2022-03-09 04:23:01"",""2.9"""
"Temperature for Smartbrick 141425,""2022-03-09 04:33:00"",""2.9"""
"Temperature for Smartbrick 141425,""2022-03-09 04:43:00"",""2.7"""
"Temperature for Smartbrick 141425,""2022-03-09 04:53:00"",""2.5"""
"Temperature for Smartbrick 141425,""2022-03-09 05:03:00"",""2.3"""
"Temperature for Smartbrick 141425,""2022-03-09 05:13:00"",""2.1"""
"Temperature for Smartbrick 141425,""2022-03-09 05:23:00"",""1.9"""
"Temperature for Smartbrick 141425,""2022-03-09 05:33:01"",""1.8"""
"Temperature for Smartbrick 141425,""2022-03-09 05:43:00"",""1.7"""
"Temperature for Smartbrick 141425,""2022-03-09 05:53:00"",""1.7"""
"Temperature for Smartbrick 141425,""2022-03-09 06:03:00"",""1.6"""
"Temperature for Smartbrick 141425,""2022-03-09 06:13:00"",""1.5"""
"Temperature for Smartbrick 141425,""2022-03-09 06:23:00"",""1.4"""
"Temperature for Smartbrick 141425,""2022-03-09 06:33:01"",""1.4"""
"Temperature for Smartbrick 141425,""2022-03-09 06:43:00"",""1.3"""
"Temperature for Smartbrick 141425,""2022-03-09 06:53:02"",""1.2"""
"Temperature for Smartbrick 141425,""2022-03-09 07:03:00"",""1.2"""
"Temperature for Smartbrick 141425,""2022-03-09 07:13:00"",""1.1"""
"Temperature for Smartbrick 141425,""2022-03-09 07:23:01"",""1.2"""
"Temperature for Smartbrick 141425,""2022-03-09 07:33:00"",""1.2"""
"Temperature for Smartbrick 141425,""2022-03-09 07:43:00"",""1.3"""
"Temperature for Smartbrick 141425,""2022-03-09 07:53:00"",""1.4"""
"Temperature for Smartbrick 141425,""2022-03-09 08:03:00"",""1.6"""
"Temperature for Smartbrick 141425,""2022-03-09 08:13:00"",""1.8"""
"Temperature for Smartbrick 141425,""2022-03-09 08:23:00"",""2"""
"Temperature for Smartbrick 141425,""2022-03-09 08:33:00"",""2.2"""
"Temperature for Smartbrick 141425,""2022-03-09 08:43:00"",""2.5"""
"Temperature for Smartbrick 141425,""2022-03-09 08:53:00"",""2.8"""
"Temperature for Smartbrick 141425,""2022-03-09 09:03:00"",""3.5"""
"Temperature for Smartbrick 141425,""2022-03-09 09:13:01"",""4.1"""
"Temperature for Smartbrick 141425,""2022-03-09 09:23:00"",""4.5"""
"Temperature for Smartbrick 141425,""2022-03-09 09:33:00"",""4.8"""
"Temperature for Smartbrick 141425,""2022-03-09 09:43:00"",""5"""
"Temperature for Smartbrick 141425,""2022-03-09 09:53:00"",""5.2"""
"Temperature for Smartbrick 141425,""2022-03-09 10:03:00"",""5.3"""
"Temperature for Smartbrick 141425,""2022-03-09 10:13:01"",""5.5"""
"Temperature for Smartbrick 141425,""2022-03-09 10:23:00"",""5.6"""
"Temperature for Smartbrick 141425,""2022-03-09 10:33:01"",""5.8"""
"Temperature for Smartbrick 141425,""2022-03-09 10:43:00"",""6.1"""
"Temperature for Smartbrick 141425,""2022-03-09 10:53:00"",""6.3"""
"Temperature for Smartbrick 141425,""2022-03-09 11:03:00"",""6.6"""
"Temperature for Smartbrick 141425,""2022-03-09 11:13:00"",""6.7"""
"Temperature for Smartbrick 141425,""2022-03-09 11:23:00"",""6.8"""
"Temperature for Smartbrick 141425,""2022-03-09 11:33:00"",""7"""
"Temperature for Smartbrick 141425,""2022-03-09 11:43:00"",""7.3"""
"Temperature for Smartbrick 141425,""2022-03-09 11:53:00"",""7.5"""
"Temperature for Smartbrick 141425,""2022-03-09 12:03:00"",""7.8"""
"Temperature for Smartbrick 141425,""2022-03-09 12:23:00"",""8.3"""
"Temperature for Smartbrick 141425,""2022-03-09 12:33:00"",""8.3"""
"Temperature for Smartbrick 141425,""2022-03-09 12:43:00"",""8.5"""
"Temperature for Smartbrick 141425,""2022-03-09 12:53:01"",""8.7"""
"Temperature for Smartbrick 141425,""2022-03-09 13:03:02"",""8.8"""
"Temperature for Smartbrick 141425,""2022-03-09 13:13:00"",""9"""
"Temperature for Smartbrick 141425,""2022-03-09 13:23:00"",""9.1"""
"Temperature for Smartbrick 141425,""2022-03-09 13:33:00"",""9.2"""
"Temperature for Smartbrick 141425,""2022-03-09 13:43:00"",""9.4"""
"Temperature for Smartbrick 141425,""2022-03-09 13:53:00"",""9.5"""
"Temperature for Smartbrick 141425,""2022-03-09 14:03:00"",""9.7"""
"Temperature for Smartbrick 141425,""2022-03-09 14:13:00"",""10"""
"Temperature for Smartbrick 141425,""2022-03-09 14:23:00"",""10.1"""
"Temperature for Smartbrick 141425,""2022-03-09 14:33:00"",""10.2"""
"Temperature for Smartbrick 141425,""2022-03-09 14:43:00"",""10.3"""
"Temperature for Smartbrick 141425,""2022-03-09 14:53:00"",""10.4"""
"Temperature for Smartbrick 141425,""2022-03-09 15:03:00"",""10.5"""
"Temperature for Smartbrick 141425,""2022-03-09 15:13:00"",""10.6"""
"Temperature for Smartbrick 141425,""2022-03-09 15:23:01"",""10.6"""
"Temperature for Smartbrick 141425,""2022-03-09 15:33:02"",""10.6"""
"Temperature for Smartbrick 141425,""2022-03-09 15:43:00"",""10.9"""
"Temperature for Smartbrick 141425,""2022-03-09 15:53:00"",""10.9"""
"Temperature for Smartbrick 141425,""2022-03-09 16:03:01"",""11"""
"Temperature for Smartbrick 141425,""2022-03-09 16:13:06"",""11"""
"Temperature for Smartbrick 141425,""2022-03-09 16:23:00"",""10.9"""
"Temperature for Smartbrick 141425,""2022-03-09 16:33:00"",""10.9"""
"Temperature for Smartbrick 141425,""2022-03-09 16:43:02"",""10.9"""
"Temperature for Smartbrick 141425,""2022-03-09 16:53:00"",""10.9"""
"Temperature for Smartbrick 141425,""2022-03-09 17:03:00"",""10.9"""
"Temperature for Smartbrick 141425,""2022-03-09 17:13:00"",""10.9"""
"Temperature for Smartbrick 141425,""2022-03-09 17:23:00"",""10.8"""
"Temperature for Smartbrick 141425,""2022-03-09 17:33:00"",""10.7"""
"Temperature for Smartbrick 141425,""2022-03-09 17:43:00"",""10.6"""
"Temperature for Smartbrick 141425,""2022-03-09 17:53:00"",""10.5"""
"Temperature for Smartbrick 141425,""2022-03-09 18:03:01"",""10.3"""
"Temperature for Smartbrick 141425,""2022-03-09 18:13:00"",""10.1"""
"Temperature for Smartbrick 141425,""2022-03-09 18:23:01"",""9.8"""
"Temperature for Smartbrick 141425,""2022-03-09 18:33:00"",""9.5"""
"Temperature for Smartbrick 141425,""2022-03-09 18:43:00"",""9.2"""
"Temperature for Smartbrick 141425,""2022-03-09 18:53:00"",""8.9"""
"Temperature for Smartbrick 141425,""2022-03-09 19:03:00"",""8.7"""
"Temperature for Smartbrick 141425,""2022-03-09 19:13:00"",""8.5"""
"Temperature for Smartbrick 141425,""2022-03-09 19:23:00"",""8.3"""
"Temperature for Smartbrick 141425,""2022-03-09 19:33:00"",""8.2"""
"Temperature for Smartbrick 141425,""2022-03-09 19:43:00"",""8"""
"Temperature for Smartbrick 141425,""2022-03-09 19:53:00"",""7.9"""
"Temperature for Smartbrick 141425,""2022-03-09 20:03:01"",""7.9"""
"Temperature for Smartbrick 141425,""2022-03-09 20:13:00"",""7.8"""
"Temperature for Smartbrick 141425,""2022-03-09 20:23:00"",""7.8"""
"Temperature for Smartbrick 141425,""2022-03-09 20:33:00"",""7.8"""
"Temperature for Smartbrick 141425,""2022-03-09 20:43:00"",""7.8"""
"Temperature for Smartbrick 141425,""2022-03-09 20:53:00"",""7.7"""
"Temperature for Smartbrick 141425,""2022-03-09 21:03:00"",""7.5"""
"Temperature for Smartbrick 141425,""2022-03-09 21:13:00"",""7.5"""
"Temperature for Smartbrick 141425,""2022-03-09 21:23:00"",""7.4"""
"Temperature for Smartbrick 141425,""2022-03-09 21:33:00"",""7.3"""
"Temperature for Smartbrick 141425,""2022-03-09 21:43:00"",""7.2"""
"Temperature for Smartbrick 141425,""2022-03-09 21:53:01"",""7.1"""
"Temperature for Smartbrick 141425,""2022-03-09 22:03:00"",""7.1"""
"Temperature for Smartbrick 141425,""2022-03-09 22:13:00"",""7.1"""
"Temperature for Smartbrick 141425,""2022-03-09 22:23:00"",""7.1"""
"Temperature for Smartbrick 141425,""2022-03-09 22:33:00"",""7.1"""
"Temperature for Smartbrick 141425,""2022-03-09 22:43:00"",""7.2"""
"Temperature for Smartbrick 141425,""2022-03-09 22:53:00"",""7.2"""
"Temperature for Smartbrick 141425,""2022-03-09 23:03:00"",""7.1"""
"Temperature for Smartbrick 141425,""2022-03-09 23:13:00"",""6.8"""
"Temperature for Smartbrick 141425,""2022-03-09 23:23:00"",""6.9"""
"Temperature for Smartbrick 141425,""2022-03-09 23:32:59"",""6.8"""
"Temperature for Smartbrick 141425,""2022-03-09 23:43:00"",""6.6"""
"Temperature for Smartbrick 141425,""2022-03-09 23:52:59"",""6.5"""
"Temperature for Smartbrick 141425,""2022-03-10 00:02:59"",""6.4"""
"Temperature for Smartbrick 141425,""2022-03-10 00:13:00"",""6.2"""
"Temperature for Smartbrick 141425,""2022-03-10 00:22:59"",""6"""
"Temperature for Smartbrick 141425,""2022-03-10 00:33:00"",""5.8"""
"Temperature for Smartbrick 141425,""2022-03-10 00:43:00"",""5.6"""
"Temperature for Smartbrick 141425,""2022-03-10 00:53:00"",""5.5"""
"Temperature for Smartbrick 141425,""2022-03-10 01:03:00"",""5.4"""
"Temperature for Smartbrick 141425,""2022-03-10 01:13:00"",""5.2"""
"Temperature for Smartbrick 141425,""2022-03-10 01:22:59"",""5.1"""
