"Data";"Device ID";"Sequence number";"Timestamp"
"c4ceff770f9e000000de00";"00CEA297";"3145";"2021-07-14 09:48:46"
"c4c5ff7c0f9b000000e300";"00CEA297";"3144";"2021-07-14 09:38:26"
"c4c5ff7a0f97000000e100";"00CEA297";"3143";"2021-07-14 09:28:08"
"c4c1ff790f9b000000e100";"00CEA297";"3142";"2021-07-14 09:17:46"
"c4c2ff6f0f9f000000de00";"00CEA297";"3141";"2021-07-14 09:07:26"
"c4c0ff730f9a000000e100";"00CEA297";"3140";"2021-07-14 08:57:06"
"c4c6ff780f91000000e101";"00CEA297";"3139";"2021-07-14 08:48:59"
"c4c5ff7f0f93000000dc00";"00CEA297";"3138";"2021-07-14 08:36:26"
"c4c5ff760f93000000e000";"00CEA297";"3137";"2021-07-14 08:26:06"
"c4c8ff7b0f98000000e100";"00CEA297";"3136";"2021-07-14 08:15:46"
"c4c5ff7c0f94000000db01";"00CEA297";"3135";"2021-07-14 08:07:39"
"c4c7ff800f96000000de00";"00CEA297";"3134";"2021-07-14 07:55:05"
"c4caff7f0f96000000db00";"00CEA297";"3133";"2021-07-14 07:44:46"
"c4c2ff7a0f99000000e400";"00CEA297";"3132";"2021-07-14 07:34:25"
"c4d0ff7a0f92000000e100";"00CEA297";"3131";"2021-07-14 07:24:06"
"c4bfff770f9a000000e400";"00CEA297";"3130";"2021-07-14 07:13:46"
"c4bbff7a0f92000000e401";"00CEA297";"3129";"2021-07-14 07:05:39"
"c4c7ff800f96000000e000";"00CEA297";"3128";"2021-07-14 06:53:06"
"c4c5ff780f96000000e300";"00CEA297";"3127";"2021-07-14 06:42:46"
"c4c7ff810f94000000e600";"00CEA297";"3126";"2021-07-14 06:32:25"
"c4c6ff830f94000000e101";"00CEA297";"3125";"2021-07-14 06:24:18"
"c4c8ff7c0f94000000e000";"00CEA297";"3124";"2021-07-14 06:11:46"
"c4c8ff800f96000000dc01";"00CEA297";"3123";"2021-07-14 06:03:41"
"c4c7ff7c0f96000000e000";"00CEA297";"3122";"2021-07-14 05:51:05"
"c4cfff770f97000000e000";"00CEA297";"3121";"2021-07-14 05:40:46"
"c4c3ff7d0f86000000de01";"00CEA297";"3120";"2021-07-14 05:32:39"
"c4c6ff7e0f8f000000e100";"00CEA297";"3119";"2021-07-14 05:20:05"
"c4bbff840f92000000de01";"00CEA297";"3118";"2021-07-14 05:11:58"
"c4bcff7d0f8e000000e100";"00CEA297";"3117";"2021-07-14 04:59:25"
"c4c6ff7a0f8e000000de01";"00CEA297";"3116";"2021-07-14 04:51:19"
"c4beff7e0f91000000e000";"00CEA297";"3115";"2021-07-14 04:38:45"
"c4c2ff800f90000000e601";"00CEA297";"3114";"2021-07-14 04:30:38"
"c4bfff800f8f000000e300";"00CEA297";"3113";"2021-07-14 04:18:07"
"c4bbff7d0f8e000000e400";"00CEA297";"3112";"2021-07-14 04:07:45"
"c4b8ff7e0f92000000e401";"00CEA297";"3111";"2021-07-14 03:59:38"
"c4bcff810f89000000e101";"00CEA297";"3110";"2021-07-14 03:49:18"
"c4b5ff7b0f92000000e100";"00CEA297";"3109";"2021-07-14 03:36:45"
"c4bdff810f91000000e000";"00CEA297";"3108";"2021-07-14 03:26:25"
"c4c0ff7a0f91000000e302";"00CEA297";"3107";"2021-07-14 03:20:32"
"c4bcff770f93000000e400";"00CEA297";"3106";"2021-07-14 03:05:46"
"c4bdff830f92000000eb00";"00CEA297";"3105";"2021-07-14 02:55:25"
