"Data";"Device ID";"Sequence number";"Timestamp"
"c3d8015c0aa2000000e000";"00CEA298";"2857";"2021-07-12 09:14:44"
"c3d9015e0aa2000000e400";"00CEA298";"2856";"2021-07-12 09:04:25"
"c3d801670aa4000000e401";"00CEA298";"2855";"2021-07-12 08:56:18"
"c3d9015e0aa2000000e600";"00CEA298";"2854";"2021-07-12 08:43:44"
"c3d801610aa3000000e700";"00CEA298";"2853";"2021-07-12 08:33:26"
"c3d701610a9c000000e700";"00CEA298";"2852";"2021-07-12 08:23:05"
"c3d901600a9a000000e600";"00CEA298";"2851";"2021-07-12 08:12:44"
"c3de015e0a9b000000e300";"00CEA298";"2850";"2021-07-12 08:02:24"
"c3d601600a9e000000e000";"00CEA298";"2849";"2021-07-12 07:52:04"
"c3d7015b0aa2000000e301";"00CEA298";"2848";"2021-07-12 07:43:58"
"c3d6015f0aa1000000e401";"00CEA298";"2847";"2021-07-12 07:33:38"
"c3db01660a9c000000e400";"00CEA298";"2846";"2021-07-12 07:21:04"
"c3d3015d0a9d000000e101";"00CEA298";"2845";"2021-07-12 07:12:58"
"c3dc01660a9c000000e400";"00CEA298";"2844";"2021-07-12 07:00:24"
"c3d4015c0a9c000000e300";"00CEA298";"2843";"2021-07-12 06:50:04"
"c3de015b0a9e000000e100";"00CEA298";"2842";"2021-07-12 06:39:44"
"c3d8015d0a95000000e300";"00CEA298";"2841";"2021-07-12 06:29:24"
"c3da01630a9c000000e100";"00CEA298";"2840";"2021-07-12 06:19:04"
"c3d101630a9e000000e600";"00CEA298";"2839";"2021-07-12 06:08:44"
"c3da015a0a9c000000e000";"00CEA298";"2838";"2021-07-12 05:58:24"
"c3d301630aa1000000e400";"00CEA298";"2837";"2021-07-12 05:48:04"
"c3d5015c0aa4000000e300";"00CEA298";"2836";"2021-07-12 05:37:44"
"c3d801620aa3000000e300";"00CEA298";"2835";"2021-07-12 05:27:24"
"c3d701570aa5000000e100";"00CEA298";"2834";"2021-07-12 05:17:03"
"c3d801560a99000000e700";"00CEA298";"2833";"2021-07-12 05:06:44"
"c3d901590a9d000000e100";"00CEA298";"2832";"2021-07-12 04:56:23"
"c3d5015b0a99000000e300";"00CEA298";"2831";"2021-07-12 04:46:04"
"c3d501600a9e000000e600";"00CEA298";"2830";"2021-07-12 04:35:44"
"c3d301620a9b000000e301";"00CEA298";"2829";"2021-07-12 04:27:38"
"c3d6015a0a9c000000e300";"00CEA298";"2828";"2021-07-12 04:15:04"
"c3d101610a9e000000e400";"00CEA298";"2827";"2021-07-12 04:04:44"
"c3d3015c0a98000000e700";"00CEA298";"2826";"2021-07-12 03:54:24"
"c3dd015d0a9c000000e100";"00CEA298";"2825";"2021-07-12 03:44:04"
"c3d701580a96000000e300";"00CEA298";"2824";"2021-07-12 03:33:44"
"c3dc01610a9a000000e100";"00CEA298";"2823";"2021-07-12 03:23:24"
"c3d9015a0a95000000e000";"00CEA298";"2822";"2021-07-12 03:13:03"
"c3dd015c0a98000000eb00";"00CEA298";"2821";"2021-07-12 03:02:44"
"c3d7015e0aa2000000eb01";"00CEA298";"2820";"2021-07-12 02:54:38"
"c3d7015b0aa1000000e900";"00CEA298";"2819";"2021-07-12 02:42:04"
"c3db015f0a9f000000e700";"00CEA298";"2818";"2021-07-12 02:31:43"
"c3d401600a99000000e701";"00CEA298";"2817";"2021-07-12 02:23:37"
"c3d7015b0a9e000000eb00";"00CEA298";"2816";"2021-07-12 02:11:04"
"c3d701630a9e000000e700";"00CEA298";"2815";"2021-07-12 02:00:44"
"c3da01530a98000000e400";"00CEA298";"2814";"2021-07-12 01:50:24"
"c3db015f0a96000000e400";"00CEA298";"2813";"2021-07-12 01:40:03"
"c3d401660a96000000e900";"00CEA298";"2812";"2021-07-12 01:29:44"
"c3db01610a96000000e900";"00CEA298";"2811";"2021-07-12 01:19:24"
