2021-11-08 13:18:58,-303,15982,58,-0.018956432869264205,155,+1.8278,+16.580
2021-11-08 14:17:17,-301,15984,48,-0.018829020941905916,154,+1.8270,+16.302
2021-11-08 15:22:21,-303,15980,50,-0.018958836854430994,150,+1.8282,+16.179
2021-11-08 16:24:00,-314,15972,54,-0.01965675949390863,152,+1.8287,+16.205
2021-11-08 17:18:59,-313,15981,55,-0.019583138339399928,146,+1.8296,+16.192
2021-11-08 18:18:58,-318,15979,50,-0.019898396144735722,150,+1.8289,+16.181
2021-11-08 19:17:16,-313,15974,50,-0.01959173775974498,152,+1.8294,+16.260
2021-11-08 20:18:59,-318,15977,52,-0.01990087839300962,154,+1.8282,+16.174
2021-11-08 21:18:57,-318,15979,57,-0.0198983669670495,157,+1.8295,+16.291
2021-11-08 22:17:16,-326,15969,43,-0.020411643978035233,152,+1.8296,+16.214
2021-11-08 23:17:16,-320,15981,48,-0.020021012406434086,152,+1.8283,+16.261
2021-11-09 00:17:16,-327,15979,41,-0.0204614360961599,154,+1.8284,+16.151
2021-11-09 01:20:39,-323,15974,45,-0.020217522772733677,150,+1.8282,+16.168
2021-11-09 02:20:38,-326,15980,44,-0.020397593935931768,150,+1.8288,+16.132
2021-11-09 03:22:20,-330,15975,52,-0.020654230044585102,150,+1.8293,+16.172
2021-11-09 04:17:16,-326,15974,40,-0.02040526673018935,154,+1.8302,+16.121
2021-11-09 05:17:16,-323,15973,47,-0.020218780860207116,154,+1.8293,+16.116
2021-11-09 06:20:40,-330,15974,55,-0.020655509665258028,150,+1.8293,+16.140
2021-11-09 07:20:39,-333,15972,40,-0.02084590027917507,154,+1.8284,+16.117
2021-11-09 08:18:59,-334,15983,58,-0.02089402465509487,154,+1.8300,+16.134
2021-11-09 09:17:16,-327,15979,51,-0.020461399243444527,154,+1.8290,+16.124
2021-11-09 10:17:17,-339,15971,56,-0.021222654784286,146,+1.8304,+16.109
2021-11-09 11:17:17,-335,15988,45,-0.02095006634585036,155,+1.8296,+16.041
2021-11-09 12:17:16,-336,15978,40,-0.02102574994400555,147,+1.8303,+16.024
2021-11-09 13:18:58,-334,15976,43,-0.020903238756168875,152,+1.8308,+16.066
2021-11-09 14:20:41,-346,15970,58,-0.021662091238648564,152,+1.8303,+16.079
2021-11-09 15:17:19,-334,15970,39,-0.020911103292762023,147,+1.8295,+16.095
2021-11-09 16:18:58,-347,15963,46,-0.02173425542824484,150,+1.8284,+16.164
2021-11-09 17:17:17,-342,15965,42,-0.021418510324088896,155,+1.8295,+16.158
2021-11-09 18:17:18,-350,15967,52,-0.02191658440239327,152,+1.8314,+16.198
2021-11-09 19:17:17,-338,15964,44,-0.02116939514197951,154,+1.8295,+16.138
2021-11-09 20:17:17,-349,15968,48,-0.021852634528253242,150,+1.8297,+16.142
2021-11-09 21:17:17,-345,15969,44,-0.021600916149374413,150,+1.8308,+16.236
2021-11-09 22:18:59,-341,15961,40,-0.02136125939880134,150,+1.8293,+16.181
2021-11-09 23:17:18,-346,15960,47,-0.0216757086755963,152,+1.8305,+16.244
2021-11-10 00:22:20,-342,15968,51,-0.021414452426379325,152,+1.8311,+16.174
2021-11-10 01:17:17,-344,15965,50,-0.0215436950350792,150,+1.8312,+16.226
2021-11-10 02:20:41,-344,15972,43,-0.021534283624882147,155,+1.8299,+16.253
2021-11-10 03:17:17,-348,15971,44,-0.021785963367669636,155,+1.8303,+16.265
2021-11-10 04:18:58,-350,15958,49,-0.021928953876793576,152,+1.8310,+16.257
2021-11-10 05:17:17,-351,15971,43,-0.02197371695158503,155,+1.8315,+16.294
2021-11-10 06:18:58,-352,15963,46,-0.022047328381830475,157,+1.8305,+16.245
2021-11-10 07:24:02,-349,15964,44,-0.0218581239898795,158,+1.8296,+16.242
2021-11-10 08:17:18,-346,15966,46,-0.021667569546782284,152,+1.8301,+16.258
