"Series","Date","Value"
"Battery for Smartbrick 148039","2023-01-19 00:02:51","3.557"
"Battery for Smartbrick 148039","2023-01-19 00:07:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 00:12:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 00:17:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 00:22:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 00:27:51","3.563"
"Battery for Smartbrick 148039","2023-01-19 00:32:51","3.563"
"Battery for Smartbrick 148039","2023-01-19 00:37:51","3.559"
"Battery for Smartbrick 148039","2023-01-19 00:42:51","3.563"
"Battery for Smartbrick 148039","2023-01-19 00:47:51","3.563"
"Battery for Smartbrick 148039","2023-01-19 00:52:51","3.559"
"Battery for Smartbrick 148039","2023-01-19 00:57:51","3.559"
"Battery for Smartbrick 148039","2023-01-19 01:02:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 01:07:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 01:12:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 01:17:52","3.559"
"Battery for Smartbrick 148039","2023-01-19 01:22:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 01:27:52","3.563"
"Battery for Smartbrick 148039","2023-01-19 01:32:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 01:37:51","3.559"
"Battery for Smartbrick 148039","2023-01-19 01:42:51","3.559"
"Battery for Smartbrick 148039","2023-01-19 01:47:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 01:52:51","3.559"
"Battery for Smartbrick 148039","2023-01-19 01:57:51","3.564"
"Battery for Smartbrick 148039","2023-01-19 02:02:51","3.559"
"Battery for Smartbrick 148039","2023-01-19 02:07:51","3.564"
"Battery for Smartbrick 148039","2023-01-19 02:12:51","3.563"
"Battery for Smartbrick 148039","2023-01-19 02:17:52","3.561"
"Battery for Smartbrick 148039","2023-01-19 02:22:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 02:27:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 02:32:51","3.559"
"Battery for Smartbrick 148039","2023-01-19 02:37:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 02:42:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 02:47:51","3.559"
"Battery for Smartbrick 148039","2023-01-19 02:52:51","3.563"
"Battery for Smartbrick 148039","2023-01-19 02:57:51","3.563"
"Battery for Smartbrick 148039","2023-01-19 03:02:50","3.563"
"Battery for Smartbrick 148039","2023-01-19 03:07:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 03:12:50","3.564"
"Battery for Smartbrick 148039","2023-01-19 03:17:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 03:22:50","3.559"
"Battery for Smartbrick 148039","2023-01-19 03:27:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 03:32:50","3.561"
"Battery for Smartbrick 148039","2023-01-19 03:37:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 03:42:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 03:47:51","3.559"
"Battery for Smartbrick 148039","2023-01-19 03:52:51","3.558"
"Battery for Smartbrick 148039","2023-01-19 03:57:51","3.563"
"Battery for Smartbrick 148039","2023-01-19 04:02:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 04:07:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 04:12:50","3.563"
"Battery for Smartbrick 148039","2023-01-19 04:17:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 04:22:52","3.563"
"Battery for Smartbrick 148039","2023-01-19 04:27:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 04:32:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 04:37:50","3.561"
"Battery for Smartbrick 148039","2023-01-19 04:42:51","3.563"
"Battery for Smartbrick 148039","2023-01-19 04:47:50","3.562"
"Battery for Smartbrick 148039","2023-01-19 04:52:51","3.565"
"Battery for Smartbrick 148039","2023-01-19 04:57:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 05:02:50","3.561"
"Battery for Smartbrick 148039","2023-01-19 05:07:50","3.562"
"Battery for Smartbrick 148039","2023-01-19 05:12:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 05:17:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 05:22:51","3.559"
"Battery for Smartbrick 148039","2023-01-19 05:27:50","3.561"
"Battery for Smartbrick 148039","2023-01-19 05:32:51","3.563"
"Battery for Smartbrick 148039","2023-01-19 05:37:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 05:42:50","3.559"
"Battery for Smartbrick 148039","2023-01-19 05:47:51","3.561"
"Battery for Smartbrick 148039","2023-01-19 05:52:50","3.561"
"Battery for Smartbrick 148039","2023-01-19 05:57:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 06:02:50","3.559"
"Battery for Smartbrick 148039","2023-01-19 06:07:51","3.563"
"Battery for Smartbrick 148039","2023-01-19 06:12:50","3.563"
"Battery for Smartbrick 148039","2023-01-19 06:17:52","3.564"
"Battery for Smartbrick 148039","2023-01-19 06:22:50","3.559"
"Battery for Smartbrick 148039","2023-01-19 06:27:50","3.561"
"Battery for Smartbrick 148039","2023-01-19 06:32:50","3.563"
"Battery for Smartbrick 148039","2023-01-19 06:37:50","3.563"
"Battery for Smartbrick 148039","2023-01-19 06:42:50","3.558"
"Battery for Smartbrick 148039","2023-01-19 06:47:50","3.559"
"Battery for Smartbrick 148039","2023-01-19 06:52:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 06:57:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 07:02:50","3.561"
"Battery for Smartbrick 148039","2023-01-19 07:07:50","3.561"
"Battery for Smartbrick 148039","2023-01-19 07:12:50","3.562"
"Battery for Smartbrick 148039","2023-01-19 07:17:51","3.562"
"Battery for Smartbrick 148039","2023-01-19 07:22:50","3.562"
"Battery for Smartbrick 148039","2023-01-19 07:27:50","3.562"
"Battery for Smartbrick 148039","2023-01-19 07:32:50","3.563"
"Battery for Smartbrick 148039","2023-01-19 07:37:50","3.563"
"Battery for Smartbrick 148039","2023-01-19 07:42:50","3.563"
"Battery for Smartbrick 148039","2023-01-19 07:47:50","3.561"
"Battery for Smartbrick 148039","2023-01-19 07:52:50","3.564"
"Battery for Smartbrick 148039","2023-01-19 07:57:50","3.564"
"Battery for Smartbrick 148039","2023-01-19 08:02:51","3.566"
"Battery for Smartbrick 148039","2023-01-19 08:07:50","3.558"
"Battery for Smartbrick 148039","2023-01-19 08:12:50","3.562"
"Battery for Smartbrick 148039","2023-01-19 08:17:51","3.563"
"Battery for Smartbrick 148039","2023-01-19 08:22:50","3.564"
"Battery for Smartbrick 148039","2023-01-19 08:27:51","3.564"
"Battery for Smartbrick 148039","2023-01-19 08:32:50","3.561"
"Battery for Smartbrick 148039","2023-01-19 08:37:50","3.562"
"Battery for Smartbrick 148039","2023-01-19 08:42:50","3.563"
"Battery for Smartbrick 148039","2023-01-19 08:47:50","3.563"
"Battery for Smartbrick 148039","2023-01-19 08:52:51","3.566"
"Battery for Smartbrick 148039","2023-01-19 08:57:50","3.563"
"Battery for Smartbrick 148039","2023-01-19 09:02:50","3.564"
"Battery for Smartbrick 148039","2023-01-19 09:07:50","3.561"
"Battery for Smartbrick 148039","2023-01-19 09:12:50","3.562"
"Battery for Smartbrick 148039","2023-01-19 11:01:06","3.363"
"Battery for Smartbrick 148039","2023-01-19 11:06:04","3.559"
"Battery for Smartbrick 148039","2023-01-19 11:11:04","3.558"
"Battery for Smartbrick 148039","2023-01-19 11:16:05","3.562"
"Battery for Smartbrick 148039","2023-01-19 11:21:04","3.563"
"Battery for Smartbrick 148039","2023-01-19 11:26:05","3.562"
"Battery for Smartbrick 148039","2023-01-19 11:31:04","3.565"
"Battery for Smartbrick 148039","2023-01-19 11:36:05","3.565"
"Battery for Smartbrick 148039","2023-01-19 11:41:05","3.562"
"Battery for Smartbrick 148039","2023-01-19 11:46:04","3.563"
"Battery for Smartbrick 148039","2023-01-19 11:51:04","3.565"
"Battery for Smartbrick 148039","2023-01-19 11:56:05","3.558"
"Battery for Smartbrick 148039","2023-01-19 12:01:05","3.561"
"Battery for Smartbrick 148039","2023-01-19 12:06:04","3.563"
"Battery for Smartbrick 148039","2023-01-19 12:11:04","3.561"
"Battery for Smartbrick 148039","2023-01-19 12:16:04","3.563"
"Battery for Smartbrick 148039","2023-01-19 12:21:04","3.564"
"Battery for Smartbrick 148039","2023-01-19 12:26:04","3.562"
"Battery for Smartbrick 148039","2023-01-19 12:31:04","3.562"
"Battery for Smartbrick 148039","2023-01-19 12:36:05","3.562"
"Battery for Smartbrick 148039","2023-01-19 12:41:04","3.562"
"Battery for Smartbrick 148039","2023-01-19 12:46:04","3.561"
"Battery for Smartbrick 148039","2023-01-19 12:51:04","3.561"
"Battery for Smartbrick 148039","2023-01-19 12:56:04","3.564"
"Battery for Smartbrick 148039","2023-01-19 13:01:05","3.563"
"Battery for Smartbrick 148039","2023-01-19 13:06:04","3.561"
"Battery for Smartbrick 148039","2023-01-19 13:11:04","3.563"
"Battery for Smartbrick 148039","2023-01-19 13:16:05","3.561"
"Battery for Smartbrick 148039","2023-01-19 13:21:05","3.562"
"Battery for Smartbrick 148039","2023-01-19 13:26:04","3.566"
"Battery for Smartbrick 148039","2023-01-19 13:31:04","3.563"
"Battery for Smartbrick 148039","2023-01-19 13:36:04","3.563"
