datetime,angle,temp
2022-06-06 21:34:03,-12.0499,-1.5200,+19.739
2022-06-06 21:39:04,-12.0505,-1.5195,+19.705
2022-06-06 21:44:05,-12.0502,-1.5179,+19.700
2022-06-06 21:49:06,-12.0514,-1.5195,+19.700
2022-06-06 21:54:07,-12.0491,-1.5186,+19.707
2022-06-06 21:59:08,-12.0518,-1.5179,+19.710
2022-06-06 22:04:09,-12.0488,-1.5197,+19.724
2022-06-06 22:09:10,-12.0498,-1.5179,+19.661
2022-06-06 22:14:11,-12.0507,-1.5177,+19.705
2022-06-06 22:19:12,-12.0500,-1.5175,+19.685
2022-06-06 22:24:13,-12.0504,-1.5177,+19.712
2022-06-06 22:29:14,-12.0500,-1.5170,+19.685
2022-06-06 22:34:15,-12.0516,-1.5179,+19.683
2022-06-06 22:39:16,-12.0505,-1.5179,+19.695
2022-06-06 22:44:17,-12.0516,-1.5184,+19.710
2022-06-06 22:49:18,-12.0514,-1.5195,+19.700
2022-06-06 22:54:19,-12.0523,-1.5197,+19.698
2022-06-06 22:59:20,-12.0514,-1.5193,+19.707
2022-06-06 23:04:21,-12.0514,-1.5175,+19.685
2022-06-06 23:09:23,-12.0521,-1.5179,+19.688
2022-06-06 23:14:24,-12.0537,-1.5175,+19.675
2022-06-06 23:19:25,-12.0516,-1.5182,+19.710
2022-06-06 23:24:26,-12.0507,-1.5177,+19.693
2022-06-06 23:29:27,-12.0500,-1.5184,+19.690
2022-06-06 23:34:28,-12.0502,-1.5173,+19.708
2022-06-06 23:39:29,-12.0497,-1.5177,+19.730
2022-06-06 23:44:30,-12.0609,+3.4201,+19.669
2022-06-06 23:49:31,-12.0600,+3.4210,+19.637
2022-06-06 23:54:32,-12.0599,+3.4244,+19.675
2022-06-06 23:59:33,-12.0583,+3.4232,+19.688
2022-06-07 00:04:34,-12.0599,+3.4232,+19.702
2022-06-07 00:09:35,-12.0604,+3.4246,+19.695
2022-06-07 00:14:36,-12.0604,+3.4246,+19.697
2022-06-07 00:19:37,-12.0613,+3.4250,+19.697
2022-06-07 00:24:38,-12.0599,+3.4239,+19.666
2022-06-07 00:29:39,-12.0598,+3.4250,+19.636
2022-06-07 00:34:40,-12.0611,+3.4219,+19.663
2022-06-07 00:39:41,-12.0610,+3.4250,+19.719
2022-06-07 00:44:42,-12.0596,+3.4248,+19.730
2022-06-07 00:49:44,-12.0589,+3.4266,+19.746
2022-06-07 00:54:45,-12.0591,+3.4266,+19.751
2022-06-07 00:59:46,-12.0613,+3.4261,+19.703
2022-06-07 01:04:47,-12.0587,+3.4252,+19.734
2022-06-07 01:09:48,-12.0614,+3.4264,+19.742
2022-06-07 01:14:49,-12.0622,+3.4257,+19.666
2022-06-07 01:19:50,-12.0604,+3.4273,+19.644
2022-06-07 01:24:51,-12.0602,+3.4264,+19.647
2022-06-07 01:29:52,-12.0599,+3.4273,+19.707
2022-06-07 01:34:53,-12.0605,+3.4264,+19.629
2022-06-07 01:39:54,-12.0593,+3.4262,+19.607
2022-06-07 01:44:55,-12.0591,+3.4262,+19.602
2022-06-07 01:49:56,-12.0625,+3.4271,+19.639
2022-06-07 01:54:57,-12.0595,+3.4268,+19.644
2022-06-07 01:59:58,-12.0602,+3.4260,+19.619
2022-06-07 02:04:59,-12.0595,+3.4266,+19.664
2022-06-07 02:10:00,-12.0619,+3.4248,+19.578
2022-06-07 02:15:01,-12.0610,+3.4269,+19.570
2022-06-07 02:20:02,-12.0594,+3.4264,+19.576
2022-06-07 02:25:03,-12.0609,+3.4264,+19.605
2022-06-07 02:30:05,-12.0598,+3.4268,+19.615
2022-06-07 02:35:06,-12.0615,+3.4264,+19.576
2022-06-07 02:40:07,-12.0591,+3.4273,+19.597
2022-06-07 02:45:08,-12.0605,+3.4280,+19.627
2022-06-07 02:50:09,-12.0591,+3.4282,+19.612
2022-06-07 02:55:10,-12.0592,+3.4264,+19.702
2022-06-07 03:00:11,-12.0608,+3.4273,+19.578
2022-06-07 03:05:12,-12.0605,+3.4264,+19.614
2022-06-07 03:10:13,-12.0613,+3.4266,+19.683
2022-06-07 03:15:14,-12.0602,+3.4271,+19.631
2022-06-07 03:20:15,-12.0619,+3.4284,+19.578
2022-06-07 03:25:16,-12.0610,+3.4275,+19.595
2022-06-07 03:30:17,-12.0598,+3.4282,+19.600
2022-06-07 03:35:18,-12.0603,+3.4284,+19.595
2022-06-07 03:40:19,-12.0594,+3.4273,+19.576
2022-06-07 03:45:20,-12.0755,+0.4848,+19.585
2022-06-07 03:50:21,-12.0775,+0.4855,+19.570
2022-06-07 03:55:22,-12.0760,+0.4836,+19.680
2022-06-07 04:00:23,-12.0774,+0.4843,+19.637
2022-06-07 04:05:25,-12.0765,+0.4861,+19.647
2022-06-07 04:10:26,-12.0782,+0.4843,+19.575
2022-06-07 04:15:27,-12.0770,+0.4852,+19.604
2022-06-07 04:20:28,-12.0775,+0.4843,+19.580
2022-06-07 04:25:29,-12.0784,+0.4848,+19.612
2022-06-07 04:30:30,-12.0775,+0.4828,+19.605
2022-06-07 04:35:31,-12.0770,+0.4834,+19.647
2022-06-07 04:40:32,-12.0758,+0.4837,+19.641
2022-06-07 04:45:33,-12.0785,+0.4853,+19.534
2022-06-07 04:50:34,-12.0761,+0.4841,+19.634
2022-06-07 04:55:35,-12.0763,+0.4843,+19.636
2022-06-07 05:00:36,-12.0780,+0.4835,+19.548
2022-06-07 05:05:37,-12.0764,+0.4837,+19.538
2022-06-07 05:10:38,-12.0778,+0.4830,+19.560
2022-06-07 05:15:39,-12.0767,+0.4844,+19.536
2022-06-07 05:20:40,-12.0794,+0.4835,+19.529
2022-06-07 05:25:41,-12.0781,+0.4837,+19.538
2022-06-07 05:30:42,-12.0806,+0.4839,+19.544
2022-06-07 05:35:43,-12.0762,+0.4828,+19.534
2022-06-07 05:40:45,-12.0790,+0.4848,+19.517
2022-06-07 05:45:46,-12.0775,+0.4825,+19.602
2022-06-07 05:50:47,-12.0794,+0.4832,+19.556
2022-06-07 05:55:48,-12.0770,+0.4839,+19.609
2022-06-07 06:00:49,-12.0779,+0.4821,+19.519
2022-06-07 06:05:50,-12.0771,+0.4826,+19.546
2022-06-07 06:10:51,-12.0758,+0.4839,+19.522
2022-06-07 06:15:52,-12.0767,+0.4837,+19.516
2022-06-07 06:20:53,-12.0767,+0.4848,+19.517
2022-06-07 06:25:54,-12.0769,+0.4835,+19.534
2022-06-07 06:30:55,-12.0780,+0.4834,+19.576
2022-06-07 06:35:56,-12.0775,+0.4837,+19.590
2022-06-07 06:40:57,-12.0782,+0.4852,+19.568
2022-06-07 06:45:58,-12.0785,+0.4841,+19.571
2022-06-07 06:50:59,-12.0790,+0.4835,+19.488
2022-06-07 06:56:00,-12.0765,+0.4832,+19.497
2022-06-07 07:01:01,-12.0772,+0.4837,+19.492
2022-06-07 07:06:02,-12.0783,+0.4832,+19.512
2022-06-07 07:11:03,-12.0786,+0.4819,+19.499
2022-06-07 07:16:04,-12.0793,+0.4830,+19.478
2022-06-07 07:21:06,-12.0793,+0.4832,+19.495
2022-06-07 07:26:07,-12.0765,+0.4819,+19.499
2022-06-07 07:31:08,-12.0779,+0.4823,+19.509
2022-06-07 07:36:09,-12.0776,+0.4826,+19.504
2022-06-07 07:41:10,-12.0770,+0.4817,+19.497
2022-06-07 07:46:11,-12.0776,-1.4821,+19.516
2022-06-07 07:51:12,-12.0793,-1.4832,+19.490
2022-06-07 07:56:13,-12.0793,-1.4852,+19.482
2022-06-07 08:01:14,-12.0800,-1.4838,+19.473
2022-06-07 08:06:15,-12.0779,-1.4847,+19.507
2022-06-07 08:11:16,-12.0780,-1.4847,+19.553
2022-06-07 08:16:17,-12.0795,-1.4845,+19.519
2022-06-07 08:21:18,-12.0789,-1.4850,+19.556
2022-06-07 08:26:19,-12.0784,-1.4850,+19.470
2022-06-07 08:31:20,-12.0763,-1.4863,+19.477
2022-06-07 08:36:21,-12.0798,-1.4843,+19.463
2022-06-07 08:41:22,-12.0781,-1.4852,+19.482
2022-06-07 08:46:23,-12.0800,-1.4865,+19.480
2022-06-07 08:51:24,-12.0790,-1.4865,+19.492
2022-06-07 08:56:25,-12.0777,-1.4852,+19.492
2022-06-07 09:01:27,-12.0790,-1.4872,+19.502
2022-06-07 09:06:28,-12.0796,-1.4854,+19.582
2022-06-07 09:11:29,-12.0778,-1.4856,+19.556
2022-06-07 09:16:30,-12.0789,-1.4848,+19.585
2022-06-07 09:21:31,-12.0789,-1.4870,+19.466
2022-06-07 09:26:32,-12.0788,-1.4868,+19.514
2022-06-07 09:31:33,-12.0795,-1.4861,+19.502
2022-06-07 09:36:34,-12.0802,-1.4843,+19.466
2022-06-07 09:41:35,-12.0807,-1.4863,+19.475
2022-06-07 09:46:36,-12.0798,-1.4861,+19.480
2022-06-07 09:51:37,-12.0795,-1.4868,+19.480
2022-06-07 09:56:38,-12.0791,-1.4874,+19.478
2022-06-07 10:01:39,-12.0786,-1.4870,+19.505
2022-06-07 10:06:40,-12.0790,-1.4877,+19.500
2022-06-07 10:11:41,-12.0795,-1.4865,+19.478
2022-06-07 10:16:42,-12.0793,-1.4879,+19.466
2022-06-07 10:21:43,-12.0786,-1.4861,+19.465
2022-06-07 10:26:44,-12.0788,-1.4865,+19.483
2022-06-07 10:31:45,-12.0792,-1.4861,+19.546
2022-06-07 10:36:47,-12.0814,-1.4863,+19.475
2022-06-07 10:41:48,-12.0793,-1.4867,+19.473
2022-06-07 10:46:49,-12.0791,-1.4876,+19.453
2022-06-07 10:51:50,-12.0800,-1.4843,+19.483
2022-06-07 10:56:51,-12.0798,-1.4872,+19.460
2022-06-07 11:01:52,-12.0795,-1.4874,+19.485
2022-06-07 11:06:53,-12.0801,-1.4870,+19.532
2022-06-07 11:11:54,-12.0810,-1.4877,+19.536
2022-06-07 11:16:55,-12.0795,-1.4861,+19.477
2022-06-07 11:21:56,-12.0791,-1.4881,+19.458
2022-06-07 11:26:57,-12.0796,-1.4856,+19.424
2022-06-07 11:31:58,-12.0790,-1.4877,+19.509
2022-06-07 11:36:59,-12.0779,-1.4859,+19.482
2022-06-07 11:42:00,-12.0803,-1.4865,+19.539
2022-06-07 11:47:01,-12.1624,-3.5111,+19.548
2022-06-07 11:52:02,-12.1642,-3.5119,+19.451
2022-06-07 11:57:03,-12.1651,-3.5158,+19.448
2022-06-07 12:02:04,-12.1640,-3.5144,+19.549
2022-06-07 12:07:05,-12.1654,-3.5140,+19.527
2022-06-07 12:12:07,-12.1650,-3.5151,+19.478
2022-06-07 12:17:08,-12.1646,-3.5133,+19.475
2022-06-07 12:22:09,-12.1644,-3.5149,+19.456
2022-06-07 12:27:10,-12.1648,-3.5151,+19.460
2022-06-07 12:32:11,-12.1633,-3.5144,+19.532
2022-06-07 12:37:12,-12.1647,-3.5158,+19.541
2022-06-07 12:42:13,-12.1658,-3.5162,+19.549
2022-06-07 12:47:14,-12.1652,-3.5149,+19.492
2022-06-07 12:52:15,-12.1652,-3.5144,+19.490
2022-06-07 12:57:16,-12.1650,-3.5167,+19.487
2022-06-07 13:02:17,-12.1647,-3.5167,+19.538
2022-06-07 13:07:18,-12.1664,-3.5173,+19.485
2022-06-07 13:12:19,-12.1646,-3.5151,+19.466
2022-06-07 13:17:20,-12.1664,-3.5160,+19.475
2022-06-07 13:22:21,-12.1662,-3.5167,+19.458
2022-06-07 13:27:22,-12.1669,-3.5167,+19.490
2022-06-07 13:32:23,-12.1659,-3.5164,+19.480
2022-06-07 13:37:24,-12.1666,-3.5164,+19.475
2022-06-07 13:42:25,-12.1652,-3.5164,+19.544
2022-06-07 13:47:27,-12.1657,-3.5169,+19.488
2022-06-07 13:52:28,-12.1657,-3.5160,+19.468
2022-06-07 13:57:29,-12.1670,-3.5162,+19.568
2022-06-07 14:02:30,-12.1647,-3.5162,+19.531
2022-06-07 14:07:31,-12.1666,-3.5158,+19.478
2022-06-07 14:12:32,-12.1666,-3.5160,+19.488
2022-06-07 14:17:33,-12.1659,-3.5169,+19.483
2022-06-07 14:22:34,-12.1657,-3.5178,+19.477
2022-06-07 14:27:35,-12.1657,-3.5180,+19.485
2022-06-07 14:32:36,-12.1660,-3.5164,+19.468
2022-06-07 14:37:37,-12.1652,-3.5164,+19.492
2022-06-07 14:42:38,-12.1668,-3.5167,+19.543
2022-06-07 14:47:39,-12.1666,-3.5173,+19.538
2022-06-07 14:52:40,-12.1675,-3.5171,+19.494
2022-06-07 14:57:41,-12.1677,-3.5185,+19.512
2022-06-07 15:02:42,-12.1668,-3.5171,+19.519
2022-06-07 15:07:43,-12.1660,-3.5158,+19.597
2022-06-07 15:12:44,-12.1675,-3.5173,+19.653
2022-06-07 15:17:45,-12.1668,-3.5178,+19.647
2022-06-07 15:22:47,-12.1670,-3.5182,+19.566
2022-06-07 15:27:48,-12.1660,-3.5160,+19.566
2022-06-07 15:32:49,-12.1674,-3.5178,+19.612
2022-06-07 15:37:50,-12.1675,-3.5178,+19.690
2022-06-07 15:42:51,-12.1668,-3.5180,+19.676
2022-06-07 15:47:52,-12.3695,-6.6102,+19.675
2022-06-07 15:52:53,-12.3695,-6.6084,+19.685
2022-06-07 15:57:54,-12.3714,-6.6091,+19.685
2022-06-07 16:02:55,-12.3708,-6.6125,+19.607
2022-06-07 16:07:56,-12.3721,-6.6107,+19.624
2022-06-07 16:12:57,-12.3705,-6.6093,+19.641
2022-06-07 16:17:58,-12.3715,-6.6107,+19.619
2022-06-07 16:22:59,-12.3705,-6.6122,+19.641
2022-06-07 16:28:00,-12.3715,-6.6136,+19.620
2022-06-07 16:33:01,-12.3698,-6.6129,+19.634
2022-06-07 16:38:02,-12.3712,-6.6125,+19.653
2022-06-07 16:43:03,-12.3716,-6.6125,+19.683
2022-06-07 16:48:04,-12.3709,-6.6118,+19.693
2022-06-07 16:53:05,-12.3716,-6.6127,+19.649
2022-06-07 16:58:06,-12.3716,-6.6111,+19.651
2022-06-07 17:03:07,-12.3712,-6.6143,+19.664
2022-06-07 17:08:09,-12.3703,-6.6116,+19.659
2022-06-07 17:13:10,-12.3717,-6.6122,+19.751
2022-06-07 17:18:11,-12.3717,-6.6127,+19.747
2022-06-07 17:23:12,-12.3714,-6.6136,+19.681
2022-06-07 17:28:13,-12.3718,-6.6140,+19.685
2022-06-07 17:33:14,-12.3727,-6.6143,+19.715
2022-06-07 17:38:15,-12.3720,-6.6127,+19.690
2022-06-07 17:43:16,-12.3720,-6.6145,+19.712
2022-06-07 17:48:17,-12.3720,-6.6140,+19.702
2022-06-07 17:53:18,-12.3706,-6.6125,+19.710
2022-06-07 17:58:19,-12.3708,-6.6109,+19.749
2022-06-07 18:03:20,-12.3719,-6.6143,+19.778
2022-06-07 18:08:21,-12.3712,-6.6138,+19.781
2022-06-07 18:13:22,-12.3721,-6.6143,+19.795
2022-06-07 18:18:23,-12.3710,-6.6152,+19.778
2022-06-07 18:23:24,-12.3731,-6.6127,+19.746
2022-06-07 18:28:25,-12.3722,-6.6134,+19.747
2022-06-07 18:33:26,-12.3717,-6.6131,+19.761
2022-06-07 18:38:27,-12.3708,-6.6115,+19.746
2022-06-07 18:43:29,-12.3724,-6.6149,+19.764
2022-06-07 18:48:30,-12.3726,-6.6140,+19.773
2022-06-07 18:53:31,-12.3714,-6.6145,+19.795
2022-06-07 18:58:32,-12.3719,-6.6133,+19.788
2022-06-07 19:03:33,-12.3721,-6.6124,+19.786
2022-06-07 19:08:34,-12.3721,-6.6147,+19.805
2022-06-07 19:13:35,-12.3718,-6.6142,+19.823
2022-06-07 19:18:36,-12.3723,-6.6142,+19.839
2022-06-07 19:23:37,-12.3723,-6.6140,+19.830
2022-06-07 19:28:38,-12.3732,-6.6161,+19.835
2022-06-07 19:33:39,-12.3732,-6.6149,+19.852
2022-06-07 19:38:40,-12.3725,-6.6145,+19.862
2022-06-07 19:43:41,-12.3720,-6.6138,+19.859
2022-06-07 19:48:42,-12.3718,-6.6149,+19.856
2022-06-07 19:53:43,-12.3736,-6.6149,+19.891
2022-06-07 19:58:44,-12.3716,-6.6156,+19.852
2022-06-07 20:03:45,-12.3726,-6.6136,+19.903
2022-06-07 20:08:46,-12.3724,-6.6151,+19.878
2022-06-07 20:13:47,-12.3715,-6.6118,+19.872
2022-06-07 20:18:49,-12.3713,-6.6154,+19.874
2022-06-07 20:23:50,-12.3722,-6.6158,+19.906
2022-06-07 20:28:51,-12.3717,-6.6160,+19.913
2022-06-07 20:33:52,-12.3731,-6.6140,+19.915
2022-06-07 20:38:53,-12.3719,-6.6131,+19.930
2022-06-07 20:43:54,-12.3735,-6.6131,+19.913
2022-06-07 20:48:55,-12.3712,-6.6142,+19.925
2022-06-07 20:53:56,-12.3728,-6.6154,+19.935
2022-06-07 20:58:57,-12.3717,-6.6154,+20.043
2022-06-07 21:03:58,-12.3706,-6.6156,+20.021
2022-06-07 21:08:59,-12.3706,-6.6140,+20.057
2022-06-07 21:14:00,-12.3703,-6.6149,+20.064
2022-06-07 21:19:01,-12.3703,-6.6142,+20.050
2022-06-07 21:24:02,-12.3725,-6.6158,+19.989
2022-06-07 21:29:03,-12.3723,-6.6147,+19.966
2022-06-07 21:34:04,-12.3722,-6.6147,+20.026
2022-06-07 21:39:05,-12.3735,-6.6151,+20.079
2022-06-07 21:44:06,-12.3738,-6.6158,+20.072
2022-06-07 21:49:08,-12.3743,-6.6158,+20.011
2022-06-07 21:54:09,-12.3739,-6.6158,+19.984
2022-06-07 21:59:10,-12.3734,-6.6158,+20.028
2022-06-07 22:04:11,-12.3722,-6.6151,+20.043
2022-06-07 22:09:12,-12.3740,-6.6151,+20.067
2022-06-07 22:14:13,-12.3744,-6.6149,+20.079
2022-06-07 22:19:14,-12.3721,-6.6154,+20.092
2022-06-07 22:24:15,-12.3724,-6.6145,+20.059
2022-06-07 22:29:16,-12.3731,-6.6158,+20.053
2022-06-07 22:34:17,-12.3722,-6.6151,+20.067
2022-06-07 22:39:18,-12.3733,-6.6140,+20.055
2022-06-07 22:44:19,-12.3731,-6.6156,+20.067
2022-06-07 22:49:20,-12.3742,-6.6158,+20.094
2022-06-07 22:54:21,-12.3728,-6.6154,+20.089
2022-06-07 22:59:22,-12.3728,-6.6160,+20.109
2022-06-07 23:04:23,-12.3734,-6.6174,+20.162
2022-06-07 23:09:24,-12.3727,-6.6163,+20.177
2022-06-07 23:14:25,-12.3731,-6.6172,+20.077
2022-06-07 23:19:26,-12.3720,-6.6151,+20.175
2022-06-07 23:24:28,-12.3720,-6.6154,+20.167
2022-06-07 23:29:29,-12.3736,-6.6178,+20.180
2022-06-07 23:34:30,-12.3739,-6.6158,+20.130
2022-06-07 23:39:31,-12.3733,-6.6163,+20.087
2022-06-07 23:44:32,-12.3730,-6.6158,+20.114
2022-06-07 23:49:33,-12.3744,-6.6158,+20.116
2022-06-07 23:54:34,-12.3734,-6.6158,+20.148
2022-06-07 23:59:35,-12.3719,-6.6163,+20.219
2022-06-08 00:04:36,-12.3734,-6.6163,+20.158
2022-06-08 00:09:37,-12.3750,-6.6160,+20.158
2022-06-08 00:14:38,-12.3725,-6.6156,+20.153
2022-06-08 00:19:39,-12.3739,-6.6172,+20.126
2022-06-08 00:24:40,-12.3723,-6.6165,+20.097
2022-06-08 00:29:41,-12.3725,-6.6163,+20.118
2022-06-08 00:34:42,-12.3742,-6.6165,+20.119
2022-06-08 00:39:43,-12.3750,-6.6174,+20.135
2022-06-08 00:44:44,-12.3753,-6.6172,+20.109
2022-06-08 00:49:45,-12.3757,-6.6154,+20.135
2022-06-08 00:54:46,-12.3739,-6.6183,+20.130
2022-06-08 00:59:48,-12.3728,-6.6178,+20.089
2022-06-08 01:04:49,-12.3732,-6.6178,+20.145
2022-06-08 01:09:50,-12.3744,-6.6172,+20.130
2022-06-08 01:14:51,-12.3744,-6.6169,+20.114
2022-06-08 01:19:52,-12.3755,-6.6172,+20.125
2022-06-08 01:24:53,-12.3730,-6.6174,+20.126
2022-06-08 01:29:54,-12.3729,-6.6169,+20.204
2022-06-08 01:34:55,-12.3746,-6.6160,+20.109
2022-06-08 01:39:56,-12.3737,-6.6181,+20.103
2022-06-08 01:44:57,-12.3742,-6.6178,+20.111
2022-06-08 01:49:58,-12.3746,-6.6176,+20.130
2022-06-08 01:54:59,-12.3739,-6.6181,+20.121
2022-06-08 02:00:00,-12.3741,-6.6160,+20.155
2022-06-08 02:05:01,-12.3739,-6.6167,+20.136
2022-06-08 02:10:02,-12.3746,-6.6174,+20.141
2022-06-08 02:15:03,-12.3732,-6.6174,+20.125
2022-06-08 02:20:04,-12.3742,-6.6183,+20.111
2022-06-08 02:25:05,-12.3742,-6.6169,+20.092
2022-06-08 02:30:06,-12.3762,-6.6169,+20.101
2022-06-08 02:35:07,-12.3742,-6.6176,+20.214
2022-06-08 02:40:09,-12.3755,-6.6174,+20.123
2022-06-08 02:45:10,-12.3748,-6.6172,+20.135
2022-06-08 02:50:11,-12.3761,-6.6169,+20.201
2022-06-08 02:55:12,-12.3755,-6.6174,+20.155
2022-06-08 03:00:13,-12.3735,-6.6163,+20.119
2022-06-08 03:05:14,-12.3750,-6.6181,+20.145
2022-06-08 03:10:15,-12.3742,-6.6178,+20.099
2022-06-08 03:15:16,-12.3738,-6.6178,+20.170
2022-06-08 03:20:17,-12.3753,-6.6160,+20.104
2022-06-08 03:25:18,-12.3734,-6.6167,+20.128
2022-06-08 03:30:19,-12.3746,-6.6178,+20.148
2022-06-08 03:35:20,-12.3744,-6.6183,+20.131
2022-06-08 03:40:21,-12.3766,-6.6176,+20.163
2022-06-08 03:45:22,-12.3767,-6.6190,+20.114
2022-06-08 03:50:23,-12.3746,-6.6196,+20.155
2022-06-08 03:55:24,-12.3741,-6.6167,+20.121
2022-06-08 04:00:25,-12.3744,-6.6178,+20.097
2022-06-08 04:05:26,-12.3737,-6.6187,+20.130
2022-06-08 04:10:27,-12.3758,-6.6181,+20.099
2022-06-08 04:15:28,-12.3751,-6.6165,+20.118
2022-06-08 04:20:30,-12.3764,-6.6183,+20.140
2022-06-08 04:25:31,-12.3771,-6.6187,+20.130
2022-06-08 04:30:32,-12.3746,-6.6174,+20.119
2022-06-08 04:35:33,-12.3755,-6.6187,+20.108
2022-06-08 04:40:34,-12.3743,-6.6181,+20.182
2022-06-08 04:45:35,-12.3748,-6.6163,+20.167
2022-06-08 04:50:36,-12.3764,-6.6183,+20.121
2022-06-08 04:55:37,-12.3746,-6.6169,+20.111
2022-06-08 05:00:38,-12.3746,-6.6185,+20.141
2022-06-08 05:05:39,-12.3761,-6.6185,+20.077
2022-06-08 05:10:40,-12.3742,-6.6174,+20.087
2022-06-08 05:15:41,-12.3758,-6.6172,+20.092
2022-06-08 05:20:42,-12.3754,-6.6190,+20.070
2022-06-08 05:25:43,-12.3760,-6.6183,+20.084
2022-06-08 05:30:44,-12.3753,-6.6187,+20.114
2022-06-08 05:35:45,-12.3737,-6.6190,+20.116
2022-06-08 05:40:46,-12.3751,-6.6178,+20.114
2022-06-08 05:45:47,-12.3742,-6.6178,+20.084
2022-06-08 05:50:48,-12.3737,-6.6187,+20.087
2022-06-08 05:55:50,-12.3744,-6.6181,+20.075
2022-06-08 06:00:51,-12.3749,-6.6181,+20.050
2022-06-08 06:05:52,-12.3747,-6.6176,+20.055
2022-06-08 06:10:53,-12.3745,-6.6201,+20.170
2022-06-08 06:15:54,-12.3762,-6.6183,+20.141
2022-06-08 06:20:55,-12.3756,-6.6194,+20.074
2022-06-08 06:25:56,-12.3763,-6.6190,+20.091
2022-06-08 06:30:57,-12.3749,-6.6194,+20.067
2022-06-08 06:35:58,-12.3747,-6.6196,+20.075
2022-06-08 06:40:59,-12.3758,-6.6196,+20.081
2022-06-08 06:46:00,-12.3761,-6.6196,+20.177
2022-06-08 06:51:01,-12.3747,-6.6190,+20.092
2022-06-08 06:56:02,-12.3758,-6.6181,+20.067
2022-06-08 07:01:03,-12.3769,-6.6199,+20.108
2022-06-08 07:06:04,-12.3757,-6.6185,+20.175
2022-06-08 07:11:05,-12.3755,-6.6190,+20.153
2022-06-08 07:16:06,-12.3755,-6.6178,+20.135
2022-06-08 07:21:07,-12.3751,-6.6169,+20.069
2022-06-08 07:26:08,-12.3763,-6.6199,+20.038
2022-06-08 07:31:09,-12.3768,-6.6201,+20.053
2022-06-08 07:36:11,-12.3751,-6.6187,+20.130
2022-06-08 07:41:12,-12.3757,-6.6187,+20.145
2022-06-08 07:46:13,-12.3760,-6.6190,+20.113
2022-06-08 07:51:14,-12.3745,-6.6178,+20.030
2022-06-08 07:56:15,-12.3765,-6.6178,+20.069
2022-06-08 08:01:16,-12.3759,-6.6183,+20.053
2022-06-08 08:06:17,-12.3760,-6.6187,+20.087
2022-06-08 08:11:18,-12.3772,-6.6178,+20.057
2022-06-08 08:16:19,-12.3757,-6.6192,+20.147
2022-06-08 08:21:20,-12.3761,-6.6192,+20.074
2022-06-08 08:26:21,-12.3763,-6.6190,+20.047
2022-06-08 08:31:22,-12.3763,-6.6192,+20.040
2022-06-08 08:36:23,-12.3756,-6.6203,+20.052
2022-06-08 08:41:24,-12.3758,-6.6194,+20.069
2022-06-08 08:46:25,-12.3757,-6.6188,+20.035
2022-06-08 08:51:26,-12.3756,-6.6181,+20.067
2022-06-08 08:56:27,-12.3770,-6.6172,+20.047
2022-06-08 09:01:28,-12.3768,-6.6197,+20.052
