"Series","Date","Value"
"Temperature for Smartbrick 148105","2022-03-21 11:31:37","22.6"
"Temperature for Smartbrick 148105","2022-03-21 14:22:00","23.1"
"Temperature for Smartbrick 148105","2022-03-21 14:27:01","22.1"
"Temperature for Smartbrick 148105","2022-03-21 14:32:01","21.2"
"Temperature for Smartbrick 148105","2022-03-21 14:37:01","20.2"
"Temperature for Smartbrick 148105","2022-03-21 14:42:01","19.6"
"Temperature for Smartbrick 148105","2022-03-21 14:47:01","19.2"
"Temperature for Smartbrick 148105","2022-03-21 14:52:01","18.9"
"Temperature for Smartbrick 148105","2022-03-21 14:57:01","18.7"
"Temperature for Smartbrick 148105","2022-03-21 15:02:02","18.5"
"Temperature for Smartbrick 148105","2022-03-21 15:07:01","18.6"
"Temperature for Smartbrick 148105","2022-03-21 15:12:01","18.5"
"Temperature for Smartbrick 148105","2022-03-21 15:17:01","18.5"
"Temperature for Smartbrick 148105","2022-03-21 15:22:02","18.2"
"Temperature for Smartbrick 148105","2022-03-21 15:27:01","18"
"Temperature for Smartbrick 148105","2022-03-21 15:32:01","17.8"
"Temperature for Smartbrick 148105","2022-03-21 15:37:01","17.7"
"Temperature for Smartbrick 148105","2022-03-21 15:42:01","17.7"
"Temperature for Smartbrick 148105","2022-03-21 15:47:02","17.6"
"Temperature for Smartbrick 148105","2022-03-21 15:52:01","17.5"
"Temperature for Smartbrick 148105","2022-03-21 15:57:01","17.5"
"Temperature for Smartbrick 148105","2022-03-21 16:02:01","17.4"
"Temperature for Smartbrick 148105","2022-03-21 16:07:01","17.4"
"Temperature for Smartbrick 148105","2022-03-21 16:12:01","17.4"
"Temperature for Smartbrick 148105","2022-03-21 16:17:01","17.3"
"Temperature for Smartbrick 148105","2022-03-21 16:22:01","17.3"
"Temperature for Smartbrick 148105","2022-03-21 16:27:01","17.3"
"Temperature for Smartbrick 148105","2022-03-21 16:32:01","17.3"
"Temperature for Smartbrick 148105","2022-03-21 16:37:01","17.3"
"Temperature for Smartbrick 148105","2022-03-21 16:42:02","17.3"
"Temperature for Smartbrick 148105","2022-03-21 16:47:01","17.3"
"Temperature for Smartbrick 148105","2022-03-21 16:52:01","17.3"
"Temperature for Smartbrick 148105","2022-03-21 16:57:01","17.3"
"Temperature for Smartbrick 148105","2022-03-21 17:02:01","17.3"
"Temperature for Smartbrick 148105","2022-03-21 17:07:01","17.3"
"Temperature for Smartbrick 148105","2022-03-21 17:12:01","17.3"
"Temperature for Smartbrick 148105","2022-03-21 17:17:01","16.3"
"Temperature for Smartbrick 148105","2022-03-21 17:22:01","11"
"Temperature for Smartbrick 148105","2022-03-21 17:27:01","4"
"Temperature for Smartbrick 148105","2022-03-21 17:32:03","-1"
"Temperature for Smartbrick 148105","2022-03-21 17:37:01","-5.4"
"Temperature for Smartbrick 148105","2022-03-21 17:42:01","-8.7"
"Temperature for Smartbrick 148105","2022-03-21 17:47:03","-11.1"
"Temperature for Smartbrick 148105","2022-03-21 17:52:01","-12.9"
"Temperature for Smartbrick 148105","2022-03-21 17:57:01","-14.3"
"Temperature for Smartbrick 148105","2022-03-21 18:02:01","-15.3"
"Temperature for Smartbrick 148105","2022-03-21 18:07:01","-16.1"
"Temperature for Smartbrick 148105","2022-03-21 18:12:01","-16.7"
"Temperature for Smartbrick 148105","2022-03-21 18:17:01","-17.2"
"Temperature for Smartbrick 148105","2022-03-21 18:22:03","-17.5"
"Temperature for Smartbrick 148105","2022-03-21 18:27:01","-17.8"
"Temperature for Smartbrick 148105","2022-03-21 18:32:01","-18"
"Temperature for Smartbrick 148105","2022-03-21 18:37:01","-18.2"
"Temperature for Smartbrick 148105","2022-03-21 18:42:01","-18.3"
"Temperature for Smartbrick 148105","2022-03-21 18:47:01","-18.4"
"Temperature for Smartbrick 148105","2022-03-21 18:52:01","-18.5"
"Temperature for Smartbrick 148105","2022-03-21 18:57:01","-18.5"
"Temperature for Smartbrick 148105","2022-03-21 19:02:02","-18.6"
"Temperature for Smartbrick 148105","2022-03-21 19:07:01","-18.6"
"Temperature for Smartbrick 148105","2022-03-21 19:12:01","-18.6"
"Temperature for Smartbrick 148105","2022-03-21 19:17:01","-18.7"
"Temperature for Smartbrick 148105","2022-03-21 19:22:01","-18.7"
"Temperature for Smartbrick 148105","2022-03-21 19:27:01","-18.7"
"Temperature for Smartbrick 148105","2022-03-21 19:32:01","-18.7"
"Temperature for Smartbrick 148105","2022-03-21 19:37:01","-18.7"
"Temperature for Smartbrick 148105","2022-03-21 19:42:01","-18.7"
"Temperature for Smartbrick 148105","2022-03-21 19:47:01","-18.7"
"Temperature for Smartbrick 148105","2022-03-21 19:52:01","-18.7"
"Temperature for Smartbrick 148105","2022-03-21 19:57:01","-18.7"
"Temperature for Smartbrick 148105","2022-03-21 20:02:01","-18.7"
"Temperature for Smartbrick 148105","2022-03-21 20:07:01","-18.7"
"Temperature for Smartbrick 148105","2022-03-21 20:12:01","-18.7"
