"Series","Date","Value"
"Y for Smartbrick 148070","2022-04-06 12:20:59","1.55639648"
"Y for Smartbrick 148070","2022-04-06 18:20:58","1.5625"
"Y for Smartbrick 148070","2022-04-07 00:20:57","1.57470703"
"Y for Smartbrick 148070","2022-04-07 06:20:56","1.58081055"
"Y for Smartbrick 148070","2022-04-07 12:20:56","1.55639648"
"Y for Smartbrick 148070","2022-04-07 18:20:55","1.56860352"
"Y for Smartbrick 148070","2022-04-08 00:20:54","1.60522461"
"Y for Smartbrick 148070","2022-04-08 06:20:54","1.62353516"
"Y for Smartbrick 148070","2022-04-08 12:20:54","1.56860352"
"Y for Smartbrick 148070","2022-04-08 18:20:52","1.56860352"
"Y for Smartbrick 148070","2022-04-09 00:20:52","1.62353516"
"Y for Smartbrick 148070","2022-04-09 06:20:51","1.63574219"
"Y for Smartbrick 148070","2022-04-09 12:20:51","1.58691406"
"Y for Smartbrick 148070","2022-04-09 18:20:50","1.57470703"
"Y for Smartbrick 148070","2022-04-10 00:20:49","1.62353516"
"Y for Smartbrick 148070","2022-04-10 06:20:49","1.62353516"
"Y for Smartbrick 148070","2022-04-10 12:20:49","1.57470703"
"Y for Smartbrick 148070","2022-04-10 18:20:47","1.53808594"
"Y for Smartbrick 148070","2022-04-11 00:20:47","1.59912109"
"Y for Smartbrick 148070","2022-04-11 06:20:46","1.61132812"
"Y for Smartbrick 148070","2022-04-11 12:20:46","1.55029297"
"Y for Smartbrick 148070","2022-04-11 18:20:45","1.53808594"
"Y for Smartbrick 148070","2022-04-12 00:20:44","1.53808594"
"Y for Smartbrick 148070","2022-04-12 06:20:43","1.58081055"
"Y for Smartbrick 148070","2022-04-12 12:20:44","1.50756836"
"Y for Smartbrick 148070","2022-04-12 18:20:42","1.50756836"
"Y for Smartbrick 148070","2022-04-13 00:20:41","1.49536133"
"Y for Smartbrick 148070","2022-04-13 06:20:40","1.53198242"
