"Series","Date","Value"
"Temperature for Smartbrick 148098","2022-03-21 12:43:16","22.7"
"Temperature for Smartbrick 148098","2022-03-21 14:22:13","17.5"
"Temperature for Smartbrick 148098","2022-03-21 14:27:15","17.4"
"Temperature for Smartbrick 148098","2022-03-21 14:32:15","17.7"
"Temperature for Smartbrick 148098","2022-03-21 14:37:16","17.8"
"Temperature for Smartbrick 148098","2022-03-21 14:42:15","17.8"
"Temperature for Smartbrick 148098","2022-03-21 14:47:15","18.1"
"Temperature for Smartbrick 148098","2022-03-21 14:52:15","17.8"
"Temperature for Smartbrick 148098","2022-03-21 14:57:15","17.7"
"Temperature for Smartbrick 148098","2022-03-21 15:02:15","17.7"
"Temperature for Smartbrick 148098","2022-03-21 15:07:15","17.6"
"Temperature for Smartbrick 148098","2022-03-21 15:12:15","17.7"
"Temperature for Smartbrick 148098","2022-03-21 15:17:15","17.7"
"Temperature for Smartbrick 148098","2022-03-21 15:22:14","17.6"
"Temperature for Smartbrick 148098","2022-03-21 15:27:15","17.4"
"Temperature for Smartbrick 148098","2022-03-21 15:32:14","17.3"
"Temperature for Smartbrick 148098","2022-03-21 15:37:15","17.2"
"Temperature for Smartbrick 148098","2022-03-21 15:42:14","17.2"
"Temperature for Smartbrick 148098","2022-03-21 15:47:15","17.1"
"Temperature for Smartbrick 148098","2022-03-21 15:52:14","17.1"
"Temperature for Smartbrick 148098","2022-03-21 15:57:14","17.1"
"Temperature for Smartbrick 148098","2022-03-21 16:02:14","17"
"Temperature for Smartbrick 148098","2022-03-21 16:07:15","17"
"Temperature for Smartbrick 148098","2022-03-21 16:12:15","17"
"Temperature for Smartbrick 148098","2022-03-21 16:17:14","17"
"Temperature for Smartbrick 148098","2022-03-21 16:22:14","17"
"Temperature for Smartbrick 148098","2022-03-21 16:27:14","17"
"Temperature for Smartbrick 148098","2022-03-21 16:32:14","17"
"Temperature for Smartbrick 148098","2022-03-21 16:37:14","17"
"Temperature for Smartbrick 148098","2022-03-21 16:42:14","17"
"Temperature for Smartbrick 148098","2022-03-21 16:47:14","17"
"Temperature for Smartbrick 148098","2022-03-21 16:52:14","17"
"Temperature for Smartbrick 148098","2022-03-21 16:57:14","17"
"Temperature for Smartbrick 148098","2022-03-21 17:02:15","17"
"Temperature for Smartbrick 148098","2022-03-21 17:07:15","17.1"
"Temperature for Smartbrick 148098","2022-03-21 17:12:14","17.1"
"Temperature for Smartbrick 148098","2022-03-21 17:17:14","16.1"
"Temperature for Smartbrick 148098","2022-03-21 17:22:14","11"
"Temperature for Smartbrick 148098","2022-03-21 17:27:14","4"
"Temperature for Smartbrick 148098","2022-03-21 17:32:15","-1.3"
"Temperature for Smartbrick 148098","2022-03-21 17:37:14","-5.9"
"Temperature for Smartbrick 148098","2022-03-21 17:42:14","-9.3"
"Temperature for Smartbrick 148098","2022-03-21 17:47:14","-11.7"
"Temperature for Smartbrick 148098","2022-03-21 17:52:14","-13.5"
"Temperature for Smartbrick 148098","2022-03-21 17:57:14","-14.9"
"Temperature for Smartbrick 148098","2022-03-21 18:02:14","-15.9"
"Temperature for Smartbrick 148098","2022-03-21 18:07:14","-16.7"
"Temperature for Smartbrick 148098","2022-03-21 18:12:14","-17.2"
"Temperature for Smartbrick 148098","2022-03-21 18:17:14","-17.7"
"Temperature for Smartbrick 148098","2022-03-21 18:22:14","-18"
"Temperature for Smartbrick 148098","2022-03-21 18:27:14","-18.3"
"Temperature for Smartbrick 148098","2022-03-21 18:32:14","-18.5"
"Temperature for Smartbrick 148098","2022-03-21 18:37:14","-18.7"
"Temperature for Smartbrick 148098","2022-03-21 18:42:14","-18.8"
"Temperature for Smartbrick 148098","2022-03-21 18:47:14","-18.9"
"Temperature for Smartbrick 148098","2022-03-21 18:52:14","-19"
"Temperature for Smartbrick 148098","2022-03-21 18:57:14","-19"
"Temperature for Smartbrick 148098","2022-03-21 19:02:14","-19.1"
"Temperature for Smartbrick 148098","2022-03-21 19:07:14","-19.1"
"Temperature for Smartbrick 148098","2022-03-21 19:12:14","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 19:17:14","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 19:22:14","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 19:27:14","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 19:32:14","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 19:37:14","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 19:42:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 19:47:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 19:52:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 19:57:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 20:02:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 20:07:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 20:12:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 20:17:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 20:22:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 20:27:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 20:32:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 20:37:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 20:42:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 20:47:15","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 20:52:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 20:57:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 21:02:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 21:07:15","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 21:12:15","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 21:17:15","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 21:22:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 21:27:14","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 21:32:15","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 21:37:15","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 21:42:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 21:47:15","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 21:52:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 21:57:15","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 22:02:14","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 22:07:15","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 22:12:14","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 22:17:15","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 22:22:15","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 22:27:15","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 22:32:15","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 22:37:15","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 22:42:15","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 22:47:15","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 22:52:15","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 22:57:15","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 23:02:15","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 23:07:15","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 23:12:15","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 23:17:15","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 23:22:15","-19.3"
"Temperature for Smartbrick 148098","2022-03-21 23:27:15","-19.2"
"Temperature for Smartbrick 148098","2022-03-21 23:32:15","-19.2"
