"Series","Date","Value"
"Temperature for Smartbrick 148107","2022-03-21 12:51:48","23"
"Temperature for Smartbrick 148107","2022-03-21 14:22:04","23.1"
"Temperature for Smartbrick 148107","2022-03-21 14:27:04","21.7"
"Temperature for Smartbrick 148107","2022-03-21 14:32:05","20.9"
"Temperature for Smartbrick 148107","2022-03-21 14:37:05","20.4"
"Temperature for Smartbrick 148107","2022-03-21 14:42:05","20.1"
"Temperature for Smartbrick 148107","2022-03-21 14:47:05","19.8"
"Temperature for Smartbrick 148107","2022-03-21 14:52:05","19.5"
"Temperature for Smartbrick 148107","2022-03-21 14:57:05","19.2"
"Temperature for Smartbrick 148107","2022-03-21 15:02:05","18.9"
"Temperature for Smartbrick 148107","2022-03-21 15:07:05","18.8"
"Temperature for Smartbrick 148107","2022-03-21 15:12:05","18.5"
"Temperature for Smartbrick 148107","2022-03-21 15:17:05","18.4"
"Temperature for Smartbrick 148107","2022-03-21 15:22:05","18.2"
"Temperature for Smartbrick 148107","2022-03-21 15:27:05","18"
"Temperature for Smartbrick 148107","2022-03-21 15:32:05","17.8"
"Temperature for Smartbrick 148107","2022-03-21 15:37:05","17.7"
"Temperature for Smartbrick 148107","2022-03-21 15:42:05","17.6"
"Temperature for Smartbrick 148107","2022-03-21 15:47:05","17.5"
"Temperature for Smartbrick 148107","2022-03-21 15:52:05","17.4"
"Temperature for Smartbrick 148107","2022-03-21 15:57:04","17.3"
"Temperature for Smartbrick 148107","2022-03-21 16:02:05","17.3"
"Temperature for Smartbrick 148107","2022-03-21 16:07:05","17.2"
"Temperature for Smartbrick 148107","2022-03-21 16:12:05","17.2"
"Temperature for Smartbrick 148107","2022-03-21 16:17:05","17.2"
"Temperature for Smartbrick 148107","2022-03-21 16:22:05","17.1"
"Temperature for Smartbrick 148107","2022-03-21 16:27:05","17.1"
"Temperature for Smartbrick 148107","2022-03-21 16:32:05","17.1"
"Temperature for Smartbrick 148107","2022-03-21 16:37:05","17.1"
"Temperature for Smartbrick 148107","2022-03-21 16:42:05","17.1"
"Temperature for Smartbrick 148107","2022-03-21 16:47:04","17.1"
"Temperature for Smartbrick 148107","2022-03-21 16:52:04","17.1"
"Temperature for Smartbrick 148107","2022-03-21 16:57:05","17.1"
"Temperature for Smartbrick 148107","2022-03-21 17:02:05","17.1"
"Temperature for Smartbrick 148107","2022-03-21 17:07:05","17.1"
"Temperature for Smartbrick 148107","2022-03-21 17:12:04","17.1"
"Temperature for Smartbrick 148107","2022-03-21 17:17:04","16.3"
"Temperature for Smartbrick 148107","2022-03-21 17:22:04","11.8"
"Temperature for Smartbrick 148107","2022-03-21 17:27:06","5.8"
"Temperature for Smartbrick 148107","2022-03-21 17:32:05","0.9"
"Temperature for Smartbrick 148107","2022-03-21 17:37:04","-3.3"
"Temperature for Smartbrick 148107","2022-03-21 17:42:05","-6.8"
"Temperature for Smartbrick 148107","2022-03-21 17:47:04","-9.5"
"Temperature for Smartbrick 148107","2022-03-21 17:52:04","-11.6"
"Temperature for Smartbrick 148107","2022-03-21 17:57:05","-13.3"
"Temperature for Smartbrick 148107","2022-03-21 18:02:04","-14.5"
"Temperature for Smartbrick 148107","2022-03-21 18:07:05","-15.5"
"Temperature for Smartbrick 148107","2022-03-21 18:12:04","-16.3"
"Temperature for Smartbrick 148107","2022-03-21 18:17:05","-16.8"
"Temperature for Smartbrick 148107","2022-03-21 18:22:05","-17.3"
"Temperature for Smartbrick 148107","2022-03-21 18:27:05","-17.7"
"Temperature for Smartbrick 148107","2022-03-21 18:32:05","-18"
"Temperature for Smartbrick 148107","2022-03-21 18:37:05","-18.2"
"Temperature for Smartbrick 148107","2022-03-21 18:42:05","-18.4"
"Temperature for Smartbrick 148107","2022-03-21 18:47:04","-18.5"
"Temperature for Smartbrick 148107","2022-03-21 18:52:05","-18.6"
"Temperature for Smartbrick 148107","2022-03-21 18:57:05","-18.7"
"Temperature for Smartbrick 148107","2022-03-21 19:02:05","-18.8"
"Temperature for Smartbrick 148107","2022-03-21 19:07:05","-18.8"
"Temperature for Smartbrick 148107","2022-03-21 19:12:05","-18.9"
"Temperature for Smartbrick 148107","2022-03-21 19:17:05","-18.9"
"Temperature for Smartbrick 148107","2022-03-21 19:22:05","-18.9"
"Temperature for Smartbrick 148107","2022-03-21 19:27:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 19:32:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 19:37:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 19:42:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 19:47:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 19:52:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 19:57:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 20:02:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 20:07:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 20:12:06","-19"
"Temperature for Smartbrick 148107","2022-03-21 20:17:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 20:22:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 20:27:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 20:32:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 20:37:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 20:42:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 20:47:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 20:52:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 20:57:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 21:02:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 21:07:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 21:12:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 21:17:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 21:22:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 21:27:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 21:32:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 21:37:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 21:42:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 21:47:06","-19"
"Temperature for Smartbrick 148107","2022-03-21 21:52:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 21:57:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 22:02:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 22:07:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 22:12:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 22:17:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 22:22:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 22:27:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 22:32:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 22:37:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 22:42:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 22:47:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 22:52:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 22:57:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 23:02:06","-19"
"Temperature for Smartbrick 148107","2022-03-21 23:07:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 23:12:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 23:17:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 23:22:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 23:27:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 23:32:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 23:37:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 23:42:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 23:47:05","-19"
"Temperature for Smartbrick 148107","2022-03-21 23:52:06","-19"
"Temperature for Smartbrick 148107","2022-03-21 23:57:05","-19"
"Temperature for Smartbrick 148107","2022-03-22 00:02:07","-19"
"Temperature for Smartbrick 148107","2022-03-22 00:07:05","-19"
"Temperature for Smartbrick 148107","2022-03-22 00:12:05","-19"
"Temperature for Smartbrick 148107","2022-03-22 00:17:05","-18.9"
"Temperature for Smartbrick 148107","2022-03-22 00:22:06","-18.8"
"Temperature for Smartbrick 148107","2022-03-22 00:27:05","-18.5"
"Temperature for Smartbrick 148107","2022-03-22 00:32:05","-18.1"
"Temperature for Smartbrick 148107","2022-03-22 00:37:05","-17.6"
"Temperature for Smartbrick 148107","2022-03-22 00:42:05","-17"
"Temperature for Smartbrick 148107","2022-03-22 00:47:05","-16.4"
"Temperature for Smartbrick 148107","2022-03-22 00:52:05","-15.7"
"Temperature for Smartbrick 148107","2022-03-22 00:57:05","-15"
"Temperature for Smartbrick 148107","2022-03-22 01:02:05","-14.2"
"Temperature for Smartbrick 148107","2022-03-22 01:07:05","-13.5"
"Temperature for Smartbrick 148107","2022-03-22 01:12:05","-12.7"
"Temperature for Smartbrick 148107","2022-03-22 01:17:05","-12"
"Temperature for Smartbrick 148107","2022-03-22 01:22:05","-11.4"
"Temperature for Smartbrick 148107","2022-03-22 01:27:05","-10.9"
"Temperature for Smartbrick 148107","2022-03-22 01:32:05","-10.5"
"Temperature for Smartbrick 148107","2022-03-22 01:37:05","-10.2"
"Temperature for Smartbrick 148107","2022-03-22 01:42:05","-10"
"Temperature for Smartbrick 148107","2022-03-22 01:47:05","-9.8"
"Temperature for Smartbrick 148107","2022-03-22 01:52:06","-9.6"
"Temperature for Smartbrick 148107","2022-03-22 01:57:05","-9.5"
"Temperature for Smartbrick 148107","2022-03-22 02:02:05","-9.4"
"Temperature for Smartbrick 148107","2022-03-22 02:07:06","-9.4"
