"Series,""Date"",""Value"""
"Y for Smartbrick 141431,""2022-03-07 09:57:32"",""-1.54418945"""
"Y for Smartbrick 141431,""2022-03-07 10:07:32"",""-1.53198242"""
"Y for Smartbrick 141431,""2022-03-07 10:17:33"",""-1.53808594"""
"Y for Smartbrick 141431,""2022-03-07 10:27:32"",""-1.53198242"""
"Y for Smartbrick 141431,""2022-03-07 10:37:31"",""-1.52587891"""
"Y for Smartbrick 141431,""2022-03-07 10:47:32"",""-1.53198242"""
"Y for Smartbrick 141431,""2022-03-07 10:57:32"",""-1.52587891"""
"Y for Smartbrick 141431,""2022-03-07 11:07:31"",""-1.52587891"""
"Y for Smartbrick 141431,""2022-03-07 11:17:31"",""-1.52587891"""
"Y for Smartbrick 141431,""2022-03-07 11:27:32"",""-1.52587891"""
"Y for Smartbrick 141431,""2022-03-07 11:37:32"",""-1.51977539"""
"Y for Smartbrick 141431,""2022-03-07 11:47:32"",""-1.52587891"""
"Y for Smartbrick 141431,""2022-03-07 11:57:32"",""-1.53198242"""
"Y for Smartbrick 141431,""2022-03-07 12:07:32"",""-1.53198242"""
"Y for Smartbrick 141431,""2022-03-07 12:17:33"",""-1.53808594"""
"Y for Smartbrick 141431,""2022-03-07 12:27:31"",""-1.53808594"""
"Y for Smartbrick 141431,""2022-03-07 12:37:31"",""-1.54418945"""
"Y for Smartbrick 141431,""2022-03-07 12:47:32"",""-1.54418945"""
"Y for Smartbrick 141431,""2022-03-07 12:57:32"",""-1.53808594"""
"Y for Smartbrick 141431,""2022-03-07 13:07:32"",""-1.53198242"""
"Y for Smartbrick 141431,""2022-03-07 13:17:32"",""-1.54418945"""
"Y for Smartbrick 141431,""2022-03-07 13:27:33"",""-1.53808594"""
"Y for Smartbrick 141431,""2022-03-07 13:37:32"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-07 13:47:31"",""-1.54418945"""
"Y for Smartbrick 141431,""2022-03-07 13:57:32"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-07 14:07:32"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-07 14:17:34"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-07 14:27:31"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-07 14:37:31"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-07 14:47:35"",""-1.55639648"""
"Y for Smartbrick 141431,""2022-03-07 14:57:32"",""-1.5625"""
"Y for Smartbrick 141431,""2022-03-07 15:07:32"",""-1.55639648"""
"Y for Smartbrick 141431,""2022-03-07 15:17:32"",""-1.55639648"""
"Y for Smartbrick 141431,""2022-03-07 15:27:31"",""-1.5625"""
"Y for Smartbrick 141431,""2022-03-07 15:37:31"",""-1.55639648"""
"Y for Smartbrick 141431,""2022-03-07 15:47:32"",""-1.5625"""
"Y for Smartbrick 141431,""2022-03-07 15:57:32"",""-1.56860352"""
"Y for Smartbrick 141431,""2022-03-07 16:07:32"",""-1.5625"""
"Y for Smartbrick 141431,""2022-03-07 16:17:31"",""-1.56860352"""
"Y for Smartbrick 141431,""2022-03-07 16:27:31"",""-1.56860352"""
"Y for Smartbrick 141431,""2022-03-07 16:37:31"",""-1.56860352"""
"Y for Smartbrick 141431,""2022-03-07 16:47:32"",""-1.56860352"""
"Y for Smartbrick 141431,""2022-03-07 16:57:32"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-07 17:07:32"",""-1.5625"""
"Y for Smartbrick 141431,""2022-03-07 17:17:32"",""-1.56860352"""
"Y for Smartbrick 141431,""2022-03-07 17:27:31"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-07 17:37:31"",""-1.56860352"""
"Y for Smartbrick 141431,""2022-03-07 17:47:32"",""-1.56860352"""
"Y for Smartbrick 141431,""2022-03-07 17:57:32"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-07 18:07:31"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-07 18:17:32"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-07 18:27:31"",""-1.58081055"""
"Y for Smartbrick 141431,""2022-03-07 18:37:31"",""-1.58081055"""
"Y for Smartbrick 141431,""2022-03-07 18:47:36"",""-1.58691406"""
"Y for Smartbrick 141431,""2022-03-07 18:57:32"",""-1.58691406"""
"Y for Smartbrick 141431,""2022-03-07 19:07:32"",""-1.58691406"""
"Y for Smartbrick 141431,""2022-03-07 19:17:32"",""-1.59301758"""
"Y for Smartbrick 141431,""2022-03-07 19:27:31"",""-1.58691406"""
"Y for Smartbrick 141431,""2022-03-07 19:37:31"",""-1.58691406"""
"Y for Smartbrick 141431,""2022-03-07 19:47:31"",""-1.59301758"""
"Y for Smartbrick 141431,""2022-03-07 19:57:31"",""-1.59301758"""
"Y for Smartbrick 141431,""2022-03-07 20:07:31"",""-1.59912109"""
"Y for Smartbrick 141431,""2022-03-07 20:17:32"",""-1.59912109"""
"Y for Smartbrick 141431,""2022-03-07 20:27:32"",""-1.59912109"""
"Y for Smartbrick 141431,""2022-03-07 20:37:31"",""-1.60522461"""
"Y for Smartbrick 141431,""2022-03-07 20:47:31"",""-1.61132812"""
"Y for Smartbrick 141431,""2022-03-07 20:57:31"",""-1.60522461"""
"Y for Smartbrick 141431,""2022-03-07 21:07:31"",""-1.61132812"""
"Y for Smartbrick 141431,""2022-03-07 21:17:32"",""-1.59301758"""
"Y for Smartbrick 141431,""2022-03-07 21:27:31"",""-1.58691406"""
"Y for Smartbrick 141431,""2022-03-07 21:37:31"",""-1.60522461"""
"Y for Smartbrick 141431,""2022-03-07 21:47:31"",""-1.62963867"""
"Y for Smartbrick 141431,""2022-03-07 21:57:32"",""-1.60522461"""
"Y for Smartbrick 141431,""2022-03-07 22:07:31"",""-1.62963867"""
"Y for Smartbrick 141431,""2022-03-07 22:17:31"",""-1.59301758"""
"Y for Smartbrick 141431,""2022-03-07 22:27:31"",""-1.60522461"""
"Y for Smartbrick 141431,""2022-03-07 22:37:31"",""-1.62353516"""
"Y for Smartbrick 141431,""2022-03-07 22:47:31"",""-1.60522461"""
"Y for Smartbrick 141431,""2022-03-07 22:57:31"",""-1.59912109"""
"Y for Smartbrick 141431,""2022-03-07 23:07:32"",""-1.58081055"""
"Y for Smartbrick 141431,""2022-03-07 23:17:31"",""-1.61743164"""
"Y for Smartbrick 141431,""2022-03-07 23:27:31"",""-1.61743164"""
"Y for Smartbrick 141431,""2022-03-07 23:37:31"",""-1.62353516"""
"Y for Smartbrick 141431,""2022-03-07 23:47:31"",""-1.60522461"""
"Y for Smartbrick 141431,""2022-03-07 23:57:31"",""-1.62353516"""
"Y for Smartbrick 141431,""2022-03-08 00:07:31"",""-1.59912109"""
"Y for Smartbrick 141431,""2022-03-08 00:17:32"",""-1.60522461"""
"Y for Smartbrick 141431,""2022-03-08 00:27:32"",""-1.61132812"""
"Y for Smartbrick 141431,""2022-03-08 00:37:31"",""-1.61743164"""
"Y for Smartbrick 141431,""2022-03-08 00:47:31"",""-1.59301758"""
"Y for Smartbrick 141431,""2022-03-08 00:57:31"",""-1.59301758"""
"Y for Smartbrick 141431,""2022-03-08 01:07:31"",""-1.59912109"""
"Y for Smartbrick 141431,""2022-03-08 01:17:31"",""-1.58691406"""
"Y for Smartbrick 141431,""2022-03-08 01:27:31"",""-1.59301758"""
"Y for Smartbrick 141431,""2022-03-08 01:37:31"",""-1.59301758"""
"Y for Smartbrick 141431,""2022-03-08 01:47:32"",""-1.58081055"""
"Y for Smartbrick 141431,""2022-03-08 01:57:31"",""-1.58081055"""
"Y for Smartbrick 141431,""2022-03-08 02:07:32"",""-1.59912109"""
"Y for Smartbrick 141431,""2022-03-08 02:17:31"",""-1.58081055"""
"Y for Smartbrick 141431,""2022-03-08 02:27:31"",""-1.58081055"""
"Y for Smartbrick 141431,""2022-03-08 02:37:31"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-08 02:47:32"",""-1.56860352"""
"Y for Smartbrick 141431,""2022-03-08 02:57:31"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-08 03:07:31"",""-1.56860352"""
"Y for Smartbrick 141431,""2022-03-08 03:17:31"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-08 03:27:31"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-08 03:37:31"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-08 03:47:31"",""-1.5625"""
"Y for Smartbrick 141431,""2022-03-08 03:57:32"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-08 04:07:31"",""-1.5625"""
"Y for Smartbrick 141431,""2022-03-08 04:17:31"",""-1.55639648"""
"Y for Smartbrick 141431,""2022-03-08 04:27:31"",""-1.5625"""
"Y for Smartbrick 141431,""2022-03-08 04:37:32"",""-1.5625"""
"Y for Smartbrick 141431,""2022-03-08 04:47:31"",""-1.5625"""
"Y for Smartbrick 141431,""2022-03-08 04:57:31"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-08 05:07:31"",""-1.55639648"""
"Y for Smartbrick 141431,""2022-03-08 05:17:31"",""-1.55639648"""
"Y for Smartbrick 141431,""2022-03-08 05:27:31"",""-1.55639648"""
"Y for Smartbrick 141431,""2022-03-08 05:37:31"",""-1.55639648"""
"Y for Smartbrick 141431,""2022-03-08 05:47:31"",""-1.55639648"""
"Y for Smartbrick 141431,""2022-03-08 05:57:31"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-08 06:07:31"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-08 06:17:32"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-08 06:27:31"",""-1.55639648"""
"Y for Smartbrick 141431,""2022-03-08 06:37:33"",""-1.54418945"""
"Y for Smartbrick 141431,""2022-03-08 06:47:31"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-08 06:57:31"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-08 07:07:31"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-08 07:17:31"",""-1.54418945"""
"Y for Smartbrick 141431,""2022-03-08 07:27:31"",""-1.54418945"""
"Y for Smartbrick 141431,""2022-03-08 07:37:31"",""-1.54418945"""
"Y for Smartbrick 141431,""2022-03-08 07:47:31"",""-1.53808594"""
"Y for Smartbrick 141431,""2022-03-08 07:57:31"",""-1.54418945"""
"Y for Smartbrick 141431,""2022-03-08 08:07:32"",""-1.53808594"""
"Y for Smartbrick 141431,""2022-03-08 08:17:31"",""-1.54418945"""
"Y for Smartbrick 141431,""2022-03-08 08:27:32"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-08 08:37:31"",""-1.5625"""
"Y for Smartbrick 141431,""2022-03-08 08:47:31"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-08 08:57:31"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-08 09:07:31"",""-1.54418945"""
"Y for Smartbrick 141431,""2022-03-08 09:17:31"",""-1.53808594"""
"Y for Smartbrick 141431,""2022-03-08 09:27:31"",""-1.54418945"""
"Y for Smartbrick 141431,""2022-03-08 09:37:32"",""-1.53198242"""
"Y for Smartbrick 141431,""2022-03-08 09:47:31"",""-1.51977539"""
"Y for Smartbrick 141431,""2022-03-08 09:57:31"",""-1.51977539"""
"Y for Smartbrick 141431,""2022-03-08 10:07:31"",""-1.52587891"""
"Y for Smartbrick 141431,""2022-03-08 10:17:32"",""-1.52587891"""
"Y for Smartbrick 141431,""2022-03-08 10:27:31"",""-1.53198242"""
"Y for Smartbrick 141431,""2022-03-08 10:37:31"",""-1.53198242"""
"Y for Smartbrick 141431,""2022-03-08 10:47:32"",""-1.52587891"""
"Y for Smartbrick 141431,""2022-03-08 10:57:31"",""-1.52587891"""
"Y for Smartbrick 141431,""2022-03-08 11:07:32"",""-1.53198242"""
"Y for Smartbrick 141431,""2022-03-08 11:17:32"",""-1.52587891"""
"Y for Smartbrick 141431,""2022-03-08 11:27:31"",""-1.52587891"""
"Y for Smartbrick 141431,""2022-03-08 11:37:31"",""-1.53198242"""
"Y for Smartbrick 141431,""2022-03-08 11:47:31"",""-1.53198242"""
"Y for Smartbrick 141431,""2022-03-08 11:57:31"",""-1.53198242"""
"Y for Smartbrick 141431,""2022-03-08 12:07:31"",""-1.53808594"""
"Y for Smartbrick 141431,""2022-03-08 12:17:31"",""-1.53808594"""
"Y for Smartbrick 141431,""2022-03-08 12:27:31"",""-1.54418945"""
"Y for Smartbrick 141431,""2022-03-08 12:37:33"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-08 12:47:31"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-08 12:57:31"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-08 13:07:31"",""-1.55029297"""
"Y for Smartbrick 141431,""2022-03-08 13:17:31"",""-1.55639648"""
"Y for Smartbrick 141431,""2022-03-08 13:27:31"",""-1.5625"""
"Y for Smartbrick 141431,""2022-03-08 13:37:31"",""-1.5625"""
"Y for Smartbrick 141431,""2022-03-08 13:47:33"",""-1.56860352"""
"Y for Smartbrick 141431,""2022-03-08 13:57:32"",""-1.56860352"""
"Y for Smartbrick 141431,""2022-03-08 14:07:32"",""-1.56860352"""
"Y for Smartbrick 141431,""2022-03-08 14:17:31"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-08 14:27:31"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-08 14:37:31"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-08 14:47:31"",""-1.57470703"""
"Y for Smartbrick 141431,""2022-03-08 14:57:32"",""-1.58081055"""
"Y for Smartbrick 141431,""2022-03-08 15:07:31"",""-1.58081055"""
"Y for Smartbrick 141431,""2022-03-08 15:17:31"",""-1.58081055"""
"Y for Smartbrick 141431,""2022-03-08 15:27:32"",""-1.58691406"""
"Y for Smartbrick 141431,""2022-03-08 15:37:31"",""-1.58081055"""
"Y for Smartbrick 141431,""2022-03-08 15:47:31"",""-1.58691406"""
"Y for Smartbrick 141431,""2022-03-08 15:57:31"",""-1.58691406"""
"Y for Smartbrick 141431,""2022-03-08 16:07:32"",""-1.58691406"""
"Y for Smartbrick 141431,""2022-03-08 16:17:31"",""-1.59301758"""
"Y for Smartbrick 141431,""2022-03-08 16:27:31"",""-1.58691406"""
"Y for Smartbrick 141431,""2022-03-08 16:37:32"",""-1.59301758"""
"Y for Smartbrick 141431,""2022-03-08 16:47:31"",""-1.59301758"""
"Y for Smartbrick 141431,""2022-03-08 16:57:31"",""-1.59912109"""
"Y for Smartbrick 141431,""2022-03-08 17:07:31"",""-1.59301758"""
"Y for Smartbrick 141431,""2022-03-08 17:17:31"",""-1.59912109"""
"Y for Smartbrick 141431,""2022-03-08 17:27:31"",""-1.59912109"""
"Y for Smartbrick 141431,""2022-03-08 17:37:31"",""-1.59912109"""
"Y for Smartbrick 141431,""2022-03-08 17:47:31"",""-1.58691406"""
