"Series,""Date"",""Value"""
"Temperature for Smartbrick 141431,""2022-03-07 22:37:31"",""4.4"""
"Temperature for Smartbrick 141431,""2022-03-07 22:47:31"",""4.3"""
"Temperature for Smartbrick 141431,""2022-03-07 22:57:31"",""4.2"""
"Temperature for Smartbrick 141431,""2022-03-07 23:07:32"",""4"""
"Temperature for Smartbrick 141431,""2022-03-07 23:17:31"",""3.9"""
"Temperature for Smartbrick 141431,""2022-03-07 23:27:31"",""3.9"""
"Temperature for Smartbrick 141431,""2022-03-07 23:37:31"",""3.9"""
"Temperature for Smartbrick 141431,""2022-03-07 23:47:31"",""3.8"""
"Temperature for Smartbrick 141431,""2022-03-07 23:57:31"",""3.7"""
"Temperature for Smartbrick 141431,""2022-03-08 00:07:31"",""3.6"""
"Temperature for Smartbrick 141431,""2022-03-08 00:17:32"",""3.3"""
"Temperature for Smartbrick 141431,""2022-03-08 00:27:32"",""3.2"""
"Temperature for Smartbrick 141431,""2022-03-08 00:37:31"",""3.1"""
"Temperature for Smartbrick 141431,""2022-03-08 00:47:31"",""3"""
"Temperature for Smartbrick 141431,""2022-03-08 00:57:31"",""2.9"""
"Temperature for Smartbrick 141431,""2022-03-08 01:07:31"",""2.8"""
"Temperature for Smartbrick 141431,""2022-03-08 01:17:31"",""2.7"""
"Temperature for Smartbrick 141431,""2022-03-08 01:27:31"",""2.6"""
"Temperature for Smartbrick 141431,""2022-03-08 01:37:31"",""2.3"""
"Temperature for Smartbrick 141431,""2022-03-08 01:47:32"",""2.3"""
"Temperature for Smartbrick 141431,""2022-03-08 01:57:31"",""2.2"""
"Temperature for Smartbrick 141431,""2022-03-08 02:07:32"",""2.2"""
"Temperature for Smartbrick 141431,""2022-03-08 02:17:31"",""2.2"""
"Temperature for Smartbrick 141431,""2022-03-08 02:27:31"",""2.1"""
"Temperature for Smartbrick 141431,""2022-03-08 02:37:31"",""2"""
"Temperature for Smartbrick 141431,""2022-03-08 02:47:32"",""2"""
"Temperature for Smartbrick 141431,""2022-03-08 02:57:31"",""1.9"""
"Temperature for Smartbrick 141431,""2022-03-08 03:07:31"",""1.8"""
"Temperature for Smartbrick 141431,""2022-03-08 03:17:31"",""1.7"""
"Temperature for Smartbrick 141431,""2022-03-08 03:27:31"",""1.5"""
"Temperature for Smartbrick 141431,""2022-03-08 03:37:31"",""1.3"""
"Temperature for Smartbrick 141431,""2022-03-08 03:47:31"",""1.1"""
"Temperature for Smartbrick 141431,""2022-03-08 03:57:32"",""1"""
"Temperature for Smartbrick 141431,""2022-03-08 04:07:31"",""0.9"""
"Temperature for Smartbrick 141431,""2022-03-08 04:17:31"",""0.8"""
"Temperature for Smartbrick 141431,""2022-03-08 04:27:31"",""0.8"""
"Temperature for Smartbrick 141431,""2022-03-08 04:37:32"",""0.7"""
"Temperature for Smartbrick 141431,""2022-03-08 04:47:31"",""0.7"""
"Temperature for Smartbrick 141431,""2022-03-08 04:57:31"",""0.8"""
"Temperature for Smartbrick 141431,""2022-03-08 05:07:31"",""1"""
"Temperature for Smartbrick 141431,""2022-03-08 05:17:31"",""0.9"""
"Temperature for Smartbrick 141431,""2022-03-08 05:27:31"",""0.9"""
"Temperature for Smartbrick 141431,""2022-03-08 05:37:31"",""0.9"""
"Temperature for Smartbrick 141431,""2022-03-08 05:47:31"",""0.9"""
"Temperature for Smartbrick 141431,""2022-03-08 05:57:31"",""0.8"""
"Temperature for Smartbrick 141431,""2022-03-08 06:07:31"",""0.8"""
"Temperature for Smartbrick 141431,""2022-03-08 06:17:32"",""0.7"""
"Temperature for Smartbrick 141431,""2022-03-08 06:27:31"",""0.7"""
"Temperature for Smartbrick 141431,""2022-03-08 06:37:33"",""0.7"""
"Temperature for Smartbrick 141431,""2022-03-08 06:47:31"",""0.7"""
"Temperature for Smartbrick 141431,""2022-03-08 06:57:31"",""0.6"""
"Temperature for Smartbrick 141431,""2022-03-08 07:07:31"",""0.6"""
"Temperature for Smartbrick 141431,""2022-03-08 07:17:31"",""0.6"""
"Temperature for Smartbrick 141431,""2022-03-08 07:27:31"",""0.6"""
"Temperature for Smartbrick 141431,""2022-03-08 07:37:31"",""0.6"""
"Temperature for Smartbrick 141431,""2022-03-08 07:47:31"",""0.6"""
"Temperature for Smartbrick 141431,""2022-03-08 07:57:31"",""0.8"""
"Temperature for Smartbrick 141431,""2022-03-08 08:07:32"",""0.9"""
"Temperature for Smartbrick 141431,""2022-03-08 08:17:31"",""1.2"""
"Temperature for Smartbrick 141431,""2022-03-08 08:27:32"",""2.1"""
"Temperature for Smartbrick 141431,""2022-03-08 08:37:31"",""2.9"""
"Temperature for Smartbrick 141431,""2022-03-08 08:47:31"",""2.7"""
"Temperature for Smartbrick 141431,""2022-03-08 08:57:31"",""3.5"""
"Temperature for Smartbrick 141431,""2022-03-08 09:07:31"",""4.2"""
"Temperature for Smartbrick 141431,""2022-03-08 09:17:31"",""4.7"""
"Temperature for Smartbrick 141431,""2022-03-08 09:27:31"",""5"""
"Temperature for Smartbrick 141431,""2022-03-08 09:37:32"",""5.3"""
"Temperature for Smartbrick 141431,""2022-03-08 09:47:31"",""5.6"""
"Temperature for Smartbrick 141431,""2022-03-08 09:57:31"",""6"""
"Temperature for Smartbrick 141431,""2022-03-08 10:07:31"",""6.2"""
"Temperature for Smartbrick 141431,""2022-03-08 10:17:32"",""6.5"""
"Temperature for Smartbrick 141431,""2022-03-08 10:27:31"",""6.7"""
"Temperature for Smartbrick 141431,""2022-03-08 10:37:31"",""6.9"""
"Temperature for Smartbrick 141431,""2022-03-08 10:47:32"",""7.1"""
"Temperature for Smartbrick 141431,""2022-03-08 10:57:31"",""7.3"""
"Temperature for Smartbrick 141431,""2022-03-08 11:07:32"",""7.3"""
"Temperature for Smartbrick 141431,""2022-03-08 11:17:32"",""7.4"""
"Temperature for Smartbrick 141431,""2022-03-08 11:27:31"",""7.6"""
"Temperature for Smartbrick 141431,""2022-03-08 11:37:31"",""7.8"""
"Temperature for Smartbrick 141431,""2022-03-08 11:47:31"",""8"""
"Temperature for Smartbrick 141431,""2022-03-08 11:57:31"",""8.1"""
"Temperature for Smartbrick 141431,""2022-03-08 12:07:31"",""8.3"""
"Temperature for Smartbrick 141431,""2022-03-08 12:17:31"",""8.4"""
"Temperature for Smartbrick 141431,""2022-03-08 12:27:31"",""8.6"""
"Temperature for Smartbrick 141431,""2022-03-08 12:37:33"",""8.7"""
"Temperature for Smartbrick 141431,""2022-03-08 12:47:31"",""8.8"""
"Temperature for Smartbrick 141431,""2022-03-08 12:57:31"",""9"""
"Temperature for Smartbrick 141431,""2022-03-08 13:07:31"",""9.3"""
"Temperature for Smartbrick 141431,""2022-03-08 13:17:31"",""9.4"""
"Temperature for Smartbrick 141431,""2022-03-08 13:27:31"",""9.7"""
"Temperature for Smartbrick 141431,""2022-03-08 13:37:31"",""9.9"""
"Temperature for Smartbrick 141431,""2022-03-08 13:47:33"",""9.9"""
"Temperature for Smartbrick 141431,""2022-03-08 13:57:32"",""10"""
"Temperature for Smartbrick 141431,""2022-03-08 14:07:32"",""10"""
"Temperature for Smartbrick 141431,""2022-03-08 14:17:31"",""10.1"""
"Temperature for Smartbrick 141431,""2022-03-08 14:27:31"",""10.2"""
"Temperature for Smartbrick 141431,""2022-03-08 14:37:31"",""10.2"""
"Temperature for Smartbrick 141431,""2022-03-08 14:47:31"",""10.2"""
"Temperature for Smartbrick 141431,""2022-03-08 14:57:32"",""10.3"""
"Temperature for Smartbrick 141431,""2022-03-08 15:07:31"",""10.3"""
"Temperature for Smartbrick 141431,""2022-03-08 15:17:31"",""10.3"""
"Temperature for Smartbrick 141431,""2022-03-08 15:27:32"",""10.3"""
"Temperature for Smartbrick 141431,""2022-03-08 15:37:31"",""10.2"""
"Temperature for Smartbrick 141431,""2022-03-08 15:47:31"",""10.3"""
"Temperature for Smartbrick 141431,""2022-03-08 15:57:31"",""10.3"""
"Temperature for Smartbrick 141431,""2022-03-08 16:07:32"",""10.3"""
"Temperature for Smartbrick 141431,""2022-03-08 16:17:31"",""10.2"""
"Temperature for Smartbrick 141431,""2022-03-08 16:27:31"",""10.2"""
"Temperature for Smartbrick 141431,""2022-03-08 16:37:32"",""10.1"""
"Temperature for Smartbrick 141431,""2022-03-08 16:47:31"",""10.1"""
"Temperature for Smartbrick 141431,""2022-03-08 16:57:31"",""10"""
"Temperature for Smartbrick 141431,""2022-03-08 17:07:31"",""9.9"""
"Temperature for Smartbrick 141431,""2022-03-08 17:17:31"",""9.7"""
"Temperature for Smartbrick 141431,""2022-03-08 17:27:31"",""9.6"""
"Temperature for Smartbrick 141431,""2022-03-08 17:37:31"",""9.4"""
"Temperature for Smartbrick 141431,""2022-03-08 17:47:31"",""9.3"""
"Temperature for Smartbrick 141431,""2022-03-08 17:57:31"",""9.1"""
"Temperature for Smartbrick 141431,""2022-03-08 18:07:31"",""9"""
"Temperature for Smartbrick 141431,""2022-03-08 18:17:31"",""8.8"""
"Temperature for Smartbrick 141431,""2022-03-08 18:27:31"",""8.5"""
"Temperature for Smartbrick 141431,""2022-03-08 18:37:32"",""8.3"""
"Temperature for Smartbrick 141431,""2022-03-08 18:47:31"",""8.1"""
"Temperature for Smartbrick 141431,""2022-03-08 18:57:31"",""7.9"""
"Temperature for Smartbrick 141431,""2022-03-08 19:07:31"",""7.7"""
"Temperature for Smartbrick 141431,""2022-03-08 19:17:31"",""7.5"""
"Temperature for Smartbrick 141431,""2022-03-08 19:27:31"",""7.4"""
"Temperature for Smartbrick 141431,""2022-03-08 19:37:31"",""7.2"""
"Temperature for Smartbrick 141431,""2022-03-08 19:47:31"",""7"""
"Temperature for Smartbrick 141431,""2022-03-08 19:57:31"",""6.9"""
"Temperature for Smartbrick 141431,""2022-03-08 20:07:31"",""6.9"""
"Temperature for Smartbrick 141431,""2022-03-08 20:17:31"",""6.7"""
"Temperature for Smartbrick 141431,""2022-03-08 20:27:32"",""6.6"""
"Temperature for Smartbrick 141431,""2022-03-08 20:37:30"",""6.6"""
"Temperature for Smartbrick 141431,""2022-03-08 20:47:31"",""6.4"""
"Temperature for Smartbrick 141431,""2022-03-08 20:57:31"",""6.2"""
"Temperature for Smartbrick 141431,""2022-03-08 21:07:31"",""5.9"""
"Temperature for Smartbrick 141431,""2022-03-08 21:17:31"",""5.7"""
"Temperature for Smartbrick 141431,""2022-03-08 21:27:31"",""5.6"""
"Temperature for Smartbrick 141431,""2022-03-08 21:37:31"",""5.4"""
"Temperature for Smartbrick 141431,""2022-03-08 21:47:30"",""5.3"""
"Temperature for Smartbrick 141431,""2022-03-08 21:57:31"",""5.1"""
"Temperature for Smartbrick 141431,""2022-03-08 22:07:31"",""5"""
"Temperature for Smartbrick 141431,""2022-03-08 22:17:31"",""4.9"""
"Temperature for Smartbrick 141431,""2022-03-08 22:27:31"",""4.9"""
"Temperature for Smartbrick 141431,""2022-03-08 22:37:30"",""4.8"""
"Temperature for Smartbrick 141431,""2022-03-08 22:47:30"",""4.7"""
"Temperature for Smartbrick 141431,""2022-03-08 22:57:31"",""4.6"""
"Temperature for Smartbrick 141431,""2022-03-08 23:07:31"",""4.5"""
"Temperature for Smartbrick 141431,""2022-03-08 23:17:31"",""4.4"""
"Temperature for Smartbrick 141431,""2022-03-08 23:27:31"",""4.4"""
"Temperature for Smartbrick 141431,""2022-03-08 23:37:30"",""4.4"""
"Temperature for Smartbrick 141431,""2022-03-08 23:47:31"",""4.4"""
"Temperature for Smartbrick 141431,""2022-03-08 23:57:31"",""4.2"""
"Temperature for Smartbrick 141431,""2022-03-09 00:07:30"",""4.2"""
"Temperature for Smartbrick 141431,""2022-03-09 00:17:31"",""4.2"""
"Temperature for Smartbrick 141431,""2022-03-09 00:27:30"",""4.1"""
"Temperature for Smartbrick 141431,""2022-03-09 00:37:30"",""3.9"""
"Temperature for Smartbrick 141431,""2022-03-09 00:47:32"",""3.8"""
"Temperature for Smartbrick 141431,""2022-03-09 00:57:31"",""3.7"""
"Temperature for Smartbrick 141431,""2022-03-09 01:07:30"",""3.6"""
"Temperature for Smartbrick 141431,""2022-03-09 01:17:32"",""3.6"""
"Temperature for Smartbrick 141431,""2022-03-09 01:27:31"",""3.6"""
"Temperature for Smartbrick 141431,""2022-03-09 01:37:31"",""3.5"""
"Temperature for Smartbrick 141431,""2022-03-09 01:47:30"",""3.5"""
"Temperature for Smartbrick 141431,""2022-03-09 01:57:31"",""3.5"""
"Temperature for Smartbrick 141431,""2022-03-09 02:07:30"",""3.3"""
"Temperature for Smartbrick 141431,""2022-03-09 02:17:31"",""3.3"""
"Temperature for Smartbrick 141431,""2022-03-09 02:27:30"",""3.2"""
"Temperature for Smartbrick 141431,""2022-03-09 02:37:30"",""3.1"""
"Temperature for Smartbrick 141431,""2022-03-09 02:47:30"",""3.1"""
"Temperature for Smartbrick 141431,""2022-03-09 02:57:31"",""3.1"""
"Temperature for Smartbrick 141431,""2022-03-09 03:07:30"",""3.1"""
"Temperature for Smartbrick 141431,""2022-03-09 03:17:30"",""3"""
"Temperature for Smartbrick 141431,""2022-03-09 03:27:30"",""3"""
"Temperature for Smartbrick 141431,""2022-03-09 03:37:30"",""3"""
"Temperature for Smartbrick 141431,""2022-03-09 03:47:30"",""2.9"""
"Temperature for Smartbrick 141431,""2022-03-09 03:57:31"",""2.7"""
"Temperature for Smartbrick 141431,""2022-03-09 04:07:30"",""2.6"""
"Temperature for Smartbrick 141431,""2022-03-09 04:17:31"",""2.4"""
"Temperature for Smartbrick 141431,""2022-03-09 04:27:30"",""2.4"""
"Temperature for Smartbrick 141431,""2022-03-09 04:37:30"",""2.3"""
"Temperature for Smartbrick 141431,""2022-03-09 04:47:30"",""2.1"""
"Temperature for Smartbrick 141431,""2022-03-09 04:57:31"",""1.8"""
"Temperature for Smartbrick 141431,""2022-03-09 05:07:30"",""1.5"""
"Temperature for Smartbrick 141431,""2022-03-09 05:17:31"",""1.3"""
"Temperature for Smartbrick 141431,""2022-03-09 05:27:30"",""1.2"""
"Temperature for Smartbrick 141431,""2022-03-09 05:37:30"",""1.1"""
"Temperature for Smartbrick 141431,""2022-03-09 05:47:30"",""1"""
"Temperature for Smartbrick 141431,""2022-03-09 05:57:31"",""0.9"""
"Temperature for Smartbrick 141431,""2022-03-09 06:07:30"",""0.8"""
"Temperature for Smartbrick 141431,""2022-03-09 06:17:31"",""0.7"""
"Temperature for Smartbrick 141431,""2022-03-09 06:27:30"",""0.7"""
"Temperature for Smartbrick 141431,""2022-03-09 06:37:30"",""0.6"""
"Temperature for Smartbrick 141431,""2022-03-09 06:47:30"",""0.5"""
"Temperature for Smartbrick 141431,""2022-03-09 06:57:31"",""0.4"""
"Temperature for Smartbrick 141431,""2022-03-09 07:07:32"",""0.4"""
"Temperature for Smartbrick 141431,""2022-03-09 07:17:30"",""0.4"""
"Temperature for Smartbrick 141431,""2022-03-09 07:27:30"",""0.5"""
"Temperature for Smartbrick 141431,""2022-03-09 07:37:30"",""0.6"""
"Temperature for Smartbrick 141431,""2022-03-09 07:47:30"",""0.8"""
"Temperature for Smartbrick 141431,""2022-03-09 07:57:31"",""1.3"""
"Temperature for Smartbrick 141431,""2022-03-09 08:07:30"",""1.7"""
"Temperature for Smartbrick 141431,""2022-03-09 08:17:31"",""2"""
"Temperature for Smartbrick 141431,""2022-03-09 08:27:30"",""3"""
"Temperature for Smartbrick 141431,""2022-03-09 08:37:30"",""4.1"""
"Temperature for Smartbrick 141431,""2022-03-09 08:47:31"",""4.3"""
"Temperature for Smartbrick 141431,""2022-03-09 08:57:30"",""4.9"""
"Temperature for Smartbrick 141431,""2022-03-09 09:07:30"",""5.6"""
"Temperature for Smartbrick 141431,""2022-03-09 09:17:31"",""6.1"""
"Temperature for Smartbrick 141431,""2022-03-09 09:27:30"",""6.4"""
"Temperature for Smartbrick 141431,""2022-03-09 09:37:30"",""6.7"""
"Temperature for Smartbrick 141431,""2022-03-09 09:47:31"",""6.9"""
"Temperature for Smartbrick 141431,""2022-03-09 09:57:30"",""7.2"""
"Temperature for Smartbrick 141431,""2022-03-09 10:07:30"",""7.4"""
"Temperature for Smartbrick 141431,""2022-03-09 10:17:31"",""7.8"""
"Temperature for Smartbrick 141431,""2022-03-09 10:27:30"",""8"""
"Temperature for Smartbrick 141431,""2022-03-09 10:37:30"",""8.3"""
"Temperature for Smartbrick 141431,""2022-03-09 10:47:31"",""8.6"""
"Temperature for Smartbrick 141431,""2022-03-09 10:57:31"",""8.8"""
"Temperature for Smartbrick 141431,""2022-03-09 11:07:30"",""8.9"""
"Temperature for Smartbrick 141431,""2022-03-09 11:17:31"",""9.2"""
"Temperature for Smartbrick 141431,""2022-03-09 11:27:30"",""9.3"""
"Temperature for Smartbrick 141431,""2022-03-09 11:37:30"",""9.5"""
"Temperature for Smartbrick 141431,""2022-03-09 11:47:31"",""9.8"""
"Temperature for Smartbrick 141431,""2022-03-09 11:57:30"",""10"""
"Temperature for Smartbrick 141431,""2022-03-09 12:07:30"",""10.1"""
"Temperature for Smartbrick 141431,""2022-03-09 12:17:31"",""10.3"""
"Temperature for Smartbrick 141431,""2022-03-09 12:27:30"",""10.5"""
"Temperature for Smartbrick 141431,""2022-03-09 12:37:30"",""10.9"""
"Temperature for Smartbrick 141431,""2022-03-09 12:47:31"",""11.1"""
"Temperature for Smartbrick 141431,""2022-03-09 12:57:30"",""11.1"""
"Temperature for Smartbrick 141431,""2022-03-09 13:07:30"",""11.3"""
"Temperature for Smartbrick 141431,""2022-03-09 13:17:31"",""11.4"""
"Temperature for Smartbrick 141431,""2022-03-09 13:27:30"",""11.6"""
"Temperature for Smartbrick 141431,""2022-03-09 13:37:30"",""11.7"""
"Temperature for Smartbrick 141431,""2022-03-09 13:47:30"",""11.8"""
"Temperature for Smartbrick 141431,""2022-03-09 13:57:30"",""12"""
"Temperature for Smartbrick 141431,""2022-03-09 14:07:31"",""12.3"""
"Temperature for Smartbrick 141431,""2022-03-09 14:17:31"",""12.4"""
"Temperature for Smartbrick 141431,""2022-03-09 14:27:30"",""12.5"""
"Temperature for Smartbrick 141431,""2022-03-09 14:37:30"",""12.7"""
"Temperature for Smartbrick 141431,""2022-03-09 14:47:30"",""12.7"""
"Temperature for Smartbrick 141431,""2022-03-09 14:57:30"",""12.8"""
"Temperature for Smartbrick 141431,""2022-03-09 15:07:30"",""12.9"""
"Temperature for Smartbrick 141431,""2022-03-09 15:17:31"",""13"""
"Temperature for Smartbrick 141431,""2022-03-09 15:27:30"",""13"""
"Temperature for Smartbrick 141431,""2022-03-09 15:37:30"",""13.1"""
"Temperature for Smartbrick 141431,""2022-03-09 15:47:30"",""13.1"""
"Temperature for Smartbrick 141431,""2022-03-09 15:57:30"",""13.1"""
"Temperature for Smartbrick 141431,""2022-03-09 16:07:31"",""13"""
"Temperature for Smartbrick 141431,""2022-03-09 16:17:30"",""13"""
"Temperature for Smartbrick 141431,""2022-03-09 16:27:30"",""12.9"""
"Temperature for Smartbrick 141431,""2022-03-09 16:37:31"",""12.8"""
"Temperature for Smartbrick 141431,""2022-03-09 16:47:30"",""12.7"""
"Temperature for Smartbrick 141431,""2022-03-09 16:57:31"",""12.6"""
"Temperature for Smartbrick 141431,""2022-03-09 17:07:30"",""12.4"""
"Temperature for Smartbrick 141431,""2022-03-09 17:17:30"",""12.3"""
"Temperature for Smartbrick 141431,""2022-03-09 17:27:30"",""12.1"""
"Temperature for Smartbrick 141431,""2022-03-09 17:37:30"",""11.9"""
"Temperature for Smartbrick 141431,""2022-03-09 17:47:30"",""11.7"""
"Temperature for Smartbrick 141431,""2022-03-09 17:57:30"",""11.5"""
"Temperature for Smartbrick 141431,""2022-03-09 18:07:30"",""11.2"""
"Temperature for Smartbrick 141431,""2022-03-09 18:17:30"",""10.9"""
"Temperature for Smartbrick 141431,""2022-03-09 18:27:30"",""10.5"""
"Temperature for Smartbrick 141431,""2022-03-09 18:37:30"",""10.2"""
"Temperature for Smartbrick 141431,""2022-03-09 18:47:30"",""9.8"""
"Temperature for Smartbrick 141431,""2022-03-09 18:57:30"",""9.5"""
"Temperature for Smartbrick 141431,""2022-03-09 19:07:30"",""9.1"""
"Temperature for Smartbrick 141431,""2022-03-09 19:17:30"",""8.9"""
"Temperature for Smartbrick 141431,""2022-03-09 19:27:30"",""8.7"""
"Temperature for Smartbrick 141431,""2022-03-09 19:37:30"",""8.5"""
"Temperature for Smartbrick 141431,""2022-03-09 19:47:30"",""8.3"""
"Temperature for Smartbrick 141431,""2022-03-09 19:57:30"",""8.2"""
"Temperature for Smartbrick 141431,""2022-03-09 20:07:30"",""8.1"""
"Temperature for Smartbrick 141431,""2022-03-09 20:17:30"",""8"""
"Temperature for Smartbrick 141431,""2022-03-09 20:27:31"",""7.9"""
"Temperature for Smartbrick 141431,""2022-03-09 20:37:30"",""8"""
"Temperature for Smartbrick 141431,""2022-03-09 20:47:30"",""7.9"""
"Temperature for Smartbrick 141431,""2022-03-09 20:57:30"",""7.7"""
"Temperature for Smartbrick 141431,""2022-03-09 21:07:30"",""7.6"""
"Temperature for Smartbrick 141431,""2022-03-09 21:17:30"",""7.4"""
"Temperature for Smartbrick 141431,""2022-03-09 21:27:30"",""7.4"""
"Temperature for Smartbrick 141431,""2022-03-09 21:37:31"",""7.3"""
"Temperature for Smartbrick 141431,""2022-03-09 21:47:30"",""7.3"""
"Temperature for Smartbrick 141431,""2022-03-09 21:57:30"",""7.2"""
"Temperature for Smartbrick 141431,""2022-03-09 22:07:30"",""7.2"""
"Temperature for Smartbrick 141431,""2022-03-09 22:17:30"",""7.2"""
"Temperature for Smartbrick 141431,""2022-03-09 22:27:30"",""7.1"""
"Temperature for Smartbrick 141431,""2022-03-09 22:37:31"",""7.1"""
"Temperature for Smartbrick 141431,""2022-03-09 22:47:30"",""7.1"""
"Temperature for Smartbrick 141431,""2022-03-09 22:57:30"",""7.1"""
"Temperature for Smartbrick 141431,""2022-03-09 23:07:30"",""6.9"""
"Temperature for Smartbrick 141431,""2022-03-09 23:17:31"",""6.7"""
