"Series","Date","Value"
"Y for Smartbrick 163076","2023-01-19 00:01:49","1.84326172"
"Y for Smartbrick 163076","2023-01-19 00:06:50","1.73950195"
"Y for Smartbrick 163076","2023-01-19 00:11:50","1.74560547"
"Y for Smartbrick 163076","2023-01-19 00:16:50","1.73339844"
"Y for Smartbrick 163076","2023-01-19 00:21:51","1.73339844"
"Y for Smartbrick 163076","2023-01-19 00:26:50","1.80664062"
"Y for Smartbrick 163076","2023-01-19 00:31:49","1.77612305"
"Y for Smartbrick 163076","2023-01-19 00:36:49","1.87988281"
"Y for Smartbrick 163076","2023-01-19 00:41:49","1.82495117"
"Y for Smartbrick 163076","2023-01-19 00:46:49","1.81884766"
"Y for Smartbrick 163076","2023-01-19 00:51:50","1.81884766"
"Y for Smartbrick 163076","2023-01-19 00:56:49","1.69677734"
"Y for Smartbrick 163076","2023-01-19 01:01:49","1.7578125"
"Y for Smartbrick 163076","2023-01-19 01:06:49","1.75170898"
"Y for Smartbrick 163076","2023-01-19 01:11:49","1.77001953"
"Y for Smartbrick 163076","2023-01-19 01:16:49","1.7578125"
"Y for Smartbrick 163076","2023-01-19 01:21:49","1.84936523"
"Y for Smartbrick 163076","2023-01-19 01:26:49","1.76391602"
"Y for Smartbrick 163076","2023-01-19 01:31:49","1.90429688"
"Y for Smartbrick 163076","2023-01-19 01:36:49","1.62963867"
"Y for Smartbrick 163076","2023-01-19 01:41:49","1.5625"
"Y for Smartbrick 163076","2023-01-19 01:46:49","1.74560547"
"Y for Smartbrick 163076","2023-01-19 01:51:50","1.7578125"
"Y for Smartbrick 163076","2023-01-19 01:56:49","1.80664062"
"Y for Smartbrick 163076","2023-01-19 02:01:50","1.89819336"
"Y for Smartbrick 163076","2023-01-19 02:06:49","1.84326172"
"Y for Smartbrick 163076","2023-01-19 02:11:49","1.8737793"
"Y for Smartbrick 163076","2023-01-19 02:16:49","1.71508789"
"Y for Smartbrick 163076","2023-01-19 02:21:49","1.80664062"
"Y for Smartbrick 163076","2023-01-19 02:26:49","1.69067383"
"Y for Smartbrick 163076","2023-01-19 02:31:49","1.66015625"
"Y for Smartbrick 163076","2023-01-19 02:36:50","1.81274414"
"Y for Smartbrick 163076","2023-01-19 02:41:49","1.85546875"
"Y for Smartbrick 163076","2023-01-19 02:46:49","1.82495117"
