"Series","Date","Value"
"Temperature for Smartbrick 163076","2023-01-19 00:01:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 00:06:50","19.8"
"Temperature for Smartbrick 163076","2023-01-19 00:11:50","19.8"
"Temperature for Smartbrick 163076","2023-01-19 00:16:50","19.8"
"Temperature for Smartbrick 163076","2023-01-19 00:21:51","19.8"
"Temperature for Smartbrick 163076","2023-01-19 00:26:50","19.8"
"Temperature for Smartbrick 163076","2023-01-19 00:31:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 00:36:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 00:41:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 00:46:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 00:51:50","19.8"
"Temperature for Smartbrick 163076","2023-01-19 00:56:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 01:01:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 01:06:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 01:11:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 01:16:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 01:21:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 01:26:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 01:31:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 01:36:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 01:41:49","19.9"
"Temperature for Smartbrick 163076","2023-01-19 01:46:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 01:51:50","19.8"
"Temperature for Smartbrick 163076","2023-01-19 01:56:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 02:01:50","19.8"
"Temperature for Smartbrick 163076","2023-01-19 02:06:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 02:11:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 02:16:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 02:21:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 02:26:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 02:31:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 02:36:50","19.8"
"Temperature for Smartbrick 163076","2023-01-19 02:41:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 02:46:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 02:51:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 02:56:49","19.9"
"Temperature for Smartbrick 163076","2023-01-19 03:01:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 03:06:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 03:11:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 03:16:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 03:21:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 03:26:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 03:31:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 03:36:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 03:41:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 03:46:49","19.7"
"Temperature for Smartbrick 163076","2023-01-19 03:51:49","19.7"
"Temperature for Smartbrick 163076","2023-01-19 03:56:49","19.7"
"Temperature for Smartbrick 163076","2023-01-19 04:01:49","19.7"
"Temperature for Smartbrick 163076","2023-01-19 04:06:49","19.7"
"Temperature for Smartbrick 163076","2023-01-19 04:11:49","19.6"
"Temperature for Smartbrick 163076","2023-01-19 04:16:49","19.6"
"Temperature for Smartbrick 163076","2023-01-19 04:21:49","19.6"
"Temperature for Smartbrick 163076","2023-01-19 04:26:49","19.6"
"Temperature for Smartbrick 163076","2023-01-19 04:31:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 04:36:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 04:41:49","19.6"
"Temperature for Smartbrick 163076","2023-01-19 04:46:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 04:51:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 04:56:48","19.5"
"Temperature for Smartbrick 163076","2023-01-19 05:01:49","19.6"
"Temperature for Smartbrick 163076","2023-01-19 05:06:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 05:11:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 05:16:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 05:21:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 05:26:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 05:31:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 05:36:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 05:41:49","19.7"
"Temperature for Smartbrick 163076","2023-01-19 05:46:50","19.6"
"Temperature for Smartbrick 163076","2023-01-19 05:51:49","19.7"
"Temperature for Smartbrick 163076","2023-01-19 05:56:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 06:01:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 06:06:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 06:11:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 06:16:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 06:21:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 06:26:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 06:31:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 06:36:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 06:41:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 06:46:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 06:51:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 06:56:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 07:01:49","19.6"
"Temperature for Smartbrick 163076","2023-01-19 07:06:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 07:11:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 07:16:49","19.6"
"Temperature for Smartbrick 163076","2023-01-19 07:21:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 07:26:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 07:31:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 07:36:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 07:41:49","19.6"
"Temperature for Smartbrick 163076","2023-01-19 07:46:48","19.6"
"Temperature for Smartbrick 163076","2023-01-19 07:51:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 07:56:48","19.7"
"Temperature for Smartbrick 163076","2023-01-19 08:01:48","19.8"
"Temperature for Smartbrick 163076","2023-01-19 08:06:48","19.8"
"Temperature for Smartbrick 163076","2023-01-19 08:11:49","19.8"
"Temperature for Smartbrick 163076","2023-01-19 08:16:48","19.8"
"Temperature for Smartbrick 163076","2023-01-19 08:21:48","19.9"
"Temperature for Smartbrick 163076","2023-01-19 08:26:48","19.9"
"Temperature for Smartbrick 163076","2023-01-19 08:31:48","19.9"
"Temperature for Smartbrick 163076","2023-01-19 08:36:48","19.9"
"Temperature for Smartbrick 163076","2023-01-19 08:41:48","20"
"Temperature for Smartbrick 163076","2023-01-19 08:46:48","20"
"Temperature for Smartbrick 163076","2023-01-19 08:51:48","20"
"Temperature for Smartbrick 163076","2023-01-19 08:56:48","20"
"Temperature for Smartbrick 163076","2023-01-19 09:01:48","20.1"
"Temperature for Smartbrick 163076","2023-01-19 09:06:48","20.1"
"Temperature for Smartbrick 163076","2023-01-19 09:11:48","20.1"
"Temperature for Smartbrick 163076","2023-01-19 09:16:48","20.2"
"Temperature for Smartbrick 163076","2023-01-19 09:21:48","20.3"
"Temperature for Smartbrick 163076","2023-01-19 09:26:48","20.3"
"Temperature for Smartbrick 163076","2023-01-19 09:31:48","20.4"
"Temperature for Smartbrick 163076","2023-01-19 09:36:48","20.4"
"Temperature for Smartbrick 163076","2023-01-19 09:41:49","20.5"
"Temperature for Smartbrick 163076","2023-01-19 09:46:48","20.5"
"Temperature for Smartbrick 163076","2023-01-19 09:51:48","20.6"
"Temperature for Smartbrick 163076","2023-01-19 09:56:48","20.7"
"Temperature for Smartbrick 163076","2023-01-19 10:01:48","20.8"
"Temperature for Smartbrick 163076","2023-01-19 10:06:48","20.9"
"Temperature for Smartbrick 163076","2023-01-19 10:11:48","21"
"Temperature for Smartbrick 163076","2023-01-19 10:16:48","21.1"
"Temperature for Smartbrick 163076","2023-01-19 10:21:48","21.2"
"Temperature for Smartbrick 163076","2023-01-19 10:26:48","21.3"
"Temperature for Smartbrick 163076","2023-01-19 10:31:48","21.3"
"Temperature for Smartbrick 163076","2023-01-19 10:36:48","21.4"
"Temperature for Smartbrick 163076","2023-01-19 10:41:48","21.5"
"Temperature for Smartbrick 163076","2023-01-19 10:46:47","21.5"
"Temperature for Smartbrick 163076","2023-01-19 10:51:48","21.6"
"Temperature for Smartbrick 163076","2023-01-19 10:56:48","22"
"Temperature for Smartbrick 163076","2023-01-19 11:01:48","22.5"
"Temperature for Smartbrick 163076","2023-01-19 11:06:48","22.9"
"Temperature for Smartbrick 163076","2023-01-19 11:11:48","23.1"
"Temperature for Smartbrick 163076","2023-01-19 11:16:48","23.2"
"Temperature for Smartbrick 163076","2023-01-19 11:21:47","23.4"
"Temperature for Smartbrick 163076","2023-01-19 11:26:47","23.6"
"Temperature for Smartbrick 163076","2023-01-19 11:31:47","23.7"
"Temperature for Smartbrick 163076","2023-01-19 11:36:47","23.8"
"Temperature for Smartbrick 163076","2023-01-19 11:41:47","23.9"
"Temperature for Smartbrick 163076","2023-01-19 11:46:48","23.9"
"Temperature for Smartbrick 163076","2023-01-19 11:51:47","23.9"
"Temperature for Smartbrick 163076","2023-01-19 11:56:47","23.8"
"Temperature for Smartbrick 163076","2023-01-19 12:01:48","23.8"
"Temperature for Smartbrick 163076","2023-01-19 12:06:47","23.7"
"Temperature for Smartbrick 163076","2023-01-19 12:11:47","23.6"
"Temperature for Smartbrick 163076","2023-01-19 12:16:47","23.6"
"Temperature for Smartbrick 163076","2023-01-19 12:21:47","23.5"
"Temperature for Smartbrick 163076","2023-01-19 12:26:47","23.5"
"Temperature for Smartbrick 163076","2023-01-19 12:31:47","23.4"
"Temperature for Smartbrick 163076","2023-01-19 12:36:47","23.4"
"Temperature for Smartbrick 163076","2023-01-19 12:41:48","23.3"
"Temperature for Smartbrick 163076","2023-01-19 12:46:48","23.2"
"Temperature for Smartbrick 163076","2023-01-19 12:51:47","23.2"
"Temperature for Smartbrick 163076","2023-01-19 12:56:47","23.1"
"Temperature for Smartbrick 163076","2023-01-19 13:01:47","23"
"Temperature for Smartbrick 163076","2023-01-19 13:06:47","23"
"Temperature for Smartbrick 163076","2023-01-19 13:11:47","23"
"Temperature for Smartbrick 163076","2023-01-19 13:16:47","22.9"
